Commodity,Classification,Grade,Sex,Market,Wholesale,Retail,Supply Volume,County,Date,Unit,Source,Year,Month,Year-Month,Week
Dry Maize,White Maize,-,-,Marigat,35,40,14000.0,Baringo,2022-03-17,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Katito,35.56,45,3500.0,Kisumu,2022-03-17,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kangemi Market,30,50,,Nairobi,2022-03-17,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Garissa Soko Mugdi,44,60,10000.0,Garissa,2022-03-17,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Rhamu Market,52,70,1200.0,Mandera,2022-03-17,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Takaba Market,46,60,7000.0,Mandera,2022-03-17,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Mbita,32.5,50,10000.0,Homa-bay,2022-03-17,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Aram,37.78,46.15,22500.0,Siaya,2022-03-17,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Aram,42.08,46.75,2500.0,Siaya,2022-03-17,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Nyeri open air,33.5,50,6300.0,Nyeri,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kapcherop,28.89,37.5,10800.0,Elgeyo-Marakwet,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Miruka,40,41.67,27000.0,Nyamira,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Yellow Maize,-,-,Miruka, - ,45.83,450.0,Nyamira,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Akala,28.89,45,3500.0,Siaya,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,50,60,0.0,Nakuru,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Nakuru Wakulima,35.56,40,0.0,Nakuru,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,-,-,-,Nakuru Wakulima,148,160,0.0,Nakuru,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Eldoret Main,72,75,5000.0,Uasin-Gishu,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Kajiado Market,38.89,60,1500.0,Kajiado,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Cheptiret - Uasin Gishu,32,40,1000.0,Uasin-Gishu,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kathwana,33.33,40,9500.0,Tharaka-Nithi,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Mwingi Town,36.67,40,18000.0,Kitui,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Musoli Market,100,120,500.0,Kakamega,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kabiyet Market,27.78,31.11,90000.0,Nandi,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Siaya, - ,54.55,,Siaya,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Siaya, - ,43.48,,Siaya,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Embu Town,36.67,45,3500.0,Embu,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Takaba Market,46,60,10000.0,Mandera,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Soko mpya,36.67,45,720.0,Nyandarua,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Ugunja, - ,42.5,,Siaya,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Yellow Maize,-,-,Nyakoe,28.89,48,200.0,Kisii,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Nyakoe,27.78,40,2000.0,Kisii,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Bondo,35.56,40,28000.0,Siaya,2022-03-16,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Ahero,45,50,540.0,Kisumu,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Ahero,45,50,3000.0,Kisumu,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kathonzweni,37,40,13500.0,Makueni,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kitengela,35.56,50,32000.0,Kajiado,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Athi River Open air Market,38.89,50,900.0,Machakos,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,50,60,0.0,Nakuru,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Nakuru Wakulima,35.56,40,0.0,Nakuru,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,-,-,-,Nakuru Wakulima,148,160,0.0,Nakuru,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Nkubu,33.33,35,2700.0,Meru,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kapsabet Market,44.44,40,900.0,Nandi,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Orolwo,32,36,480.0,West-Pokot,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Chuka,33.33,45,4500.0,Tharaka-Nithi,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Ngurubani Market,33.33,40,5000.0,Kirinyaga,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Rhamu Market,52,70,2000.0,Mandera,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kapsowar,30,37.5,900.0,Elgeyo-Marakwet,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Eldoret Main,72,75,30000.0,Uasin-Gishu,2022-03-15,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kaare,30,30,3600.0,Tharaka-Nithi,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Luanda,36.67,36,4500.0,Vihiga,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Diani Market,40,50,3000.0,Kwale,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Mwangulu,36,40,1200.0,Kwale,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Mwangulu,36,40,500.0,Kwale,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Chebunyo,36.67,50,32400.0,Bomet,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Marindi, - ,39.68,1800.0,Migori,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Eldoret Main,72,75,25000.0,Uasin-Gishu,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Nyakwere,40,45,21000.0,Homa-bay,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,50,55,2790.0,Nakuru,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Nakuru Wakulima,35.56,40,3600.0,Nakuru,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kaanwa,25,30,500.0,Tharaka-Nithi,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Aram,36.67,41.53,23400.0,Siaya,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Aram,42.08,44.41,750.0,Siaya,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Busia Market,30,36,2700.0,Busia,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kagio,33.3,40,900.0,Kirinyaga,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kutus,35.56,42.61,7200.0,Kirinyaga,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kiritiri,36,40,4600.0,Embu,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Kiritiri,36,40,6200.0,Embu,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Othaya,37.78,45,12600.0,Nyeri,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Makutano West Pokot,32.22,36,,West-Pokot,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Marigat,35,40,14000.0,Baringo,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Soko mpya,36.67,45,1200.0,Nyandarua,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Garissa Soko Mugdi,40,60,10000.0,Garissa,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Rhamu Market,52,70,1800.0,Mandera,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Takaba Market,46,60,6000.0,Mandera,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Yellow Maize,-,-,Kibuye,44.44,50,,Kisumu,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kibuye,44.44,42.5,,Kisumu,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,-,-,-,Kibuye, - ,175,,Kisumu,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,Mixed-Traditional ,-,-,Kibuye,27.78,30,,Kisumu,2022-03-14,Kg,AMIS,2022,March,2022-03,12
Dry Maize,White Maize,-,-,Kibiok,40,42.5,9000.0,Nandi,2022-03-13,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Mabera,32,36,5000.0,Migori,2022-03-13,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Muhoroni,40,50,10000.0,Kisumu,2022-03-13,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kasuku,33.33,40,45.0,Nyandarua,2022-03-13,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Lomut,44.44,55,16000.0,West-Pokot,2022-03-13,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Mbale,35.56,47.22,120000.0,Vihiga,2022-03-12,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Akala,27.78,45,35000.0,Siaya,2022-03-12,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Athi River Open air Market,38.89,50,1170.0,Machakos,2022-03-12,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Siaya, - ,40.48,,Siaya,2022-03-12,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Siaya, - ,38.64,,Siaya,2022-03-12,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Embu Town,36.67,11.25,3500.0,Embu,2022-03-12,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Samburu,35,47,900.0,Kwale,2022-03-12,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Ugunja,28.89,42.5,,Siaya,2022-03-12,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Bondo,35.56,40,28000.0,Siaya,2022-03-12,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Ngurubani Market,33.33,40,5000.0,Kirinyaga,2022-03-12,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Muthurwa,32.89,36,7200.0,Narok,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Mogogosiek Market,31.11,45,9000.0,Bomet,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Eldoret Main,72,74,25000.0,Uasin-Gishu,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Kilingili,33.33,41.67,70000.0,Vihiga,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,44.44,50,0.0,Nakuru,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Nakuru Wakulima,34.44,40,0.0,Nakuru,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,-,-,-,Nakuru Wakulima,148,160,0.0,Nakuru,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Ilbissil Livestock Market,55.56,50,1500.0,Kajiado,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Sibanga,33.33,42.5,900.0,Trans-Nzoia,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Machakos Main Market, - ,50,,Machakos,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Makutano West Pokot,32.22,36,,West-Pokot,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Marigat,35,40,14000.0,Baringo,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Takaba Market,46,60,4000.0,Mandera,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Chuka,33.33,45,4500.0,Tharaka-Nithi,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Elwak Market,48,60,2450.0,Mandera,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Elwak Market,48,60,2450.0,Mandera,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Soko mpya,36.67,45,800.0,Nyandarua,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Isiolo Fresh Produce,25.56,50,10000.0,Isiolo,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Tala Centre Market,31.33,40,20400.0,Machakos,2022-03-11,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Yellow Maize,-,-,Daraja Mbili,31.11,48,200.0,Kisii,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Daraja Mbili,28.89,40,4000.0,Kisii,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Tseikuru,37.78,40,30000.0,Kitui,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Nyeri open air,37.22,50,6300.0,Nyeri,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Flax,75,80,180.0,Elgeyo-Marakwet,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,44.44,50,0.0,Nakuru,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Nakuru Wakulima,34.44,40,900.0,Nakuru,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,-,-,-,Nakuru Wakulima,148,160,0.0,Nakuru,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kangemi Market,32,25,,Nairobi,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Kinango,46.67,50,5800.0,Kwale,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Chepareria,31,30,72000.0,West-Pokot,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Kiserian crops market,38.89,50,1000.0,Kajiado,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Yellow Maize,-,-,Aram,35.7,37.8,450.0,Siaya,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Aram,36.67,41.53,23850.0,Siaya,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Aram,39.74,42.08,2250.0,Siaya,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kaanwa,25,27.5,500.0,Tharaka-Nithi,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Katito,35.56,45,4000.0,Kisumu,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Cheptiret - Uasin Gishu,28,32,2000.0,Uasin-Gishu,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Cheptiret - Uasin Gishu,32,36,1000.0,Uasin-Gishu,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Kiritiri,40,45,5290.0,Embu,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Eldama Ravine,28.89,32,450.0,Baringo,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Garissa Soko Mugdi,40,60,10000.0,Garissa,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Eldoret Main,71,76,3000.0,Uasin-Gishu,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Mwatate,37.78,45,1250.0,Taita-Taveta,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Ortum,31.11,36,3600.0,West-Pokot,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Diani Market,40,55,3000.0,Kwale,2022-03-10,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Eldoret Main,72,76,3000.0,Uasin-Gishu,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Akala,28.89,35,5000.0,Siaya,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,44.44,50,0.0,Nakuru,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Nakuru Wakulima,34.44,40,3330.0,Nakuru,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,-,-,-,Nakuru Wakulima,148,160,0.0,Nakuru,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Mwingi Town,37.78,40,27000.0,Kitui,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Chaka,38.89,45,2500.0,Nyeri,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kapcherop,28.89,37.5,6750.0,Elgeyo-Marakwet,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kangeta,31.11,40,1800.0,Meru,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Siaya, - ,36.96,,Siaya,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Siaya, - ,38.64,,Siaya,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Soko mpya,36.67,45,720.0,Nyandarua,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Engineer,33.33,100,5000.0,Nyandarua,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Mpeketoni,50,60,600.0,Lamu,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Embu Town,36.67,45,2000.0,Embu,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Takaba Market,46,60,6000.0,Mandera,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Ugunja,33,42.5,,Siaya,2022-03-09,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Bondo,34.44,40,38000.0,Siaya,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Kapkwen,34.44,50,60000.0,Bomet,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Chepseon,28.89,31.11,4500.0,Kericho,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kapsabet Market,44.44,40,30000.0,Nandi,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Ahero,45,50,1000.0,Kisumu,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Ahero,45,50,400.0,Kisumu,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,44.44,50,810.0,Nakuru,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Nakuru Wakulima,34.44,40,9000.0,Nakuru,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,-,-,-,Nakuru Wakulima,148,160,0.0,Nakuru,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Chuka,33.33,45,4500.0,Tharaka-Nithi,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Athi River Open air Market,38.89,50,900.0,Machakos,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Tala Centre Market,31.33,40,20000.0,Machakos,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Elwak Market,47,60,1350.0,Mandera,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Takaba Market,46,60,7000.0,Mandera,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Ngurubani Market,33.33,40,5000.0,Kirinyaga,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Eldoret Main,72,80,4100.0,Uasin-Gishu,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Chebunyo,36.11,50,43200.0,Bomet,2022-03-08,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Mwangulu,38,40,1800.0,Kwale,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kaare,30,30,2700.0,Tharaka-Nithi,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kaanwa,25,27.5,500.0,Tharaka-Nithi,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Eldoret Main,40,50,6300.0,Uasin-Gishu,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Yellow Maize,-,-,Aram,35.7,37.8,540.0,Siaya,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Aram,36.67,41.53,18900.0,Siaya,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Aram,39.74,42.08,2700.0,Siaya,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Othaya,38.89,50,9000.0,Nyeri,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Marindi, - ,35.71,3600.0,Migori,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Makutano West Pokot,32.22,36,,West-Pokot,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Machakos Main Market, - ,50,,Machakos,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Soko mpya,36.67,45,640.0,Nyandarua,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kiritiri,40,45,5200.0,Embu,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Kiritiri,36,40,5200.0,Embu,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kalundu,38.89,40,0.0,Kitui,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kangemi Market,30,50,,Nairobi,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Marigat,35,40,14000.0,Baringo,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Garissa Soko Mugdi,40,60,20000.0,Garissa,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Elwak Market,47,60,2300.0,Mandera,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Yellow Maize,-,-,Kibuye,40,50,,Kisumu,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Kibuye,44.44,42.5,,Kisumu,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,-,-,-,Kibuye, - ,195,,Kisumu,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,Mixed-Traditional ,-,-,Kibuye,27.78,30,,Kisumu,2022-03-07,Kg,AMIS,2022,March,2022-03,11
Dry Maize,White Maize,-,-,Malimili Livestock Market,34,36,8100.0,Kakamega,2022-03-06,Kg,AMIS,2022,March,2022-03,10
Dry Maize,Mixed-Traditional ,-,-,Akala,28.89,35,5000.0,Siaya,2022-03-06,Kg,AMIS,2022,March,2022-03,10
Dry Maize,White Maize,-,-,Kasuku,33.33,40,90.0,Nyandarua,2022-03-06,Kg,AMIS,2022,March,2022-03,10
Dry Maize,Mixed-Traditional ,-,-,Diani Market,40,50,3000.0,Kwale,2022-03-06,Kg,AMIS,2022,March,2022-03,10
Dry Maize,White Maize,-,-,Ugunja,29.33,37.5,7470.0,Siaya,2022-03-06,Kg,AMIS,2022,March,2022-03,10
