_id,title,startdate,enddate,starttime,endtime,library,location,description,pagelink,id,rcid,eventtype1,eventtype2,eventtype3,agegroup1,agegroup2,agegroup3,supportlink,supportlinktext,imagepath,imagetext,imageheight,imagewidth,otherinfo,lastupdated
11,Branch Art Exhibit: Stewart Stein - Canada's Secret Island,2024-09-04,2024-09-29,None,None,North York Central Library,None,"Throughout September, the works of artist Stewart Stein are on display at North York Central Library in an exhibit titled Canada's Secret Island. <br /><br />Stewart Stein is an award-winning photographer based in Toronto. Stewart's passion for photography began with the discovery of a Bakelite developing tank in the basement of his family home in Montreal. Used in pre-digital days to process 35mm film negatives, the tank belonged to Stewart's father who used the opportunity to teach Stewart the basics of film photography including darkroom techniques. Stewart's 'darkroom' is now his computer, and the magic of photography is still as thrilling as ever. <br /><br />""I had never heard of Grand Manan Island until I visited there in 2013. Grand Manan is in the Bay of Fundy and is a jewel of an island, steeped in Maritime history and rich in natural beauty with abundant birds and sea life and varied geography. Grand Manan is the antithesis of touristy and its weathered heritage structures, active fishing community and interesting characters draw me back year after year."" <br /><br />This exhibit is part of TPL's <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/exhibits/art-exhibit-space.jsp"">Art Exhibit Space</a> program. Toronto Public Library provides space for local artists to exhibit their work at locations across the city. These exhibits aim to reflect the diverse cultural interests of the city and its neighbourhoods. <br /><br />The exhibit can be viewed during Branch open hours. Please check the <a href=""https://www.torontopubliclibrary.ca/northyorkcentral/"">North York Central Library</a> branch page before your visit. <br /><br />Free. All are welcome.  <br /><br />Image credit: Artist: Stewart Stein; Title of Piece: Dark Harbour; Medium: Photography; Size/dimensions: 61 x 40",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT517177&R=EVT517177,517177,0,01-Branch Art Exhibits,00-Art Exhibits,00-Culture Arts & Entertainment,Adult,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/3B64D99A74A947E4BBB4523AE9BCCB18/Branch_Art_Exhibits_Sep_-_Stewart_Stein_-_E_vents_3B64D99A74A947E4BBB4523AE9BCCB18.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/3C168016409B4BBDBF4B1C81C7499CB8/Branch_Art_Exhibits_Sep_-_Stewart_Stein_-_E_vents_3C168016409B4BBDBF4B1C81C7499CB8.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/64673FDAD4A9421E8B17AAF2C70A0DF9/Branch_Art_Exhibits_Sep_-_Stewart_Stein_-_E_vents_64673FDAD4A9421E8B17AAF2C70A0DF9.jpg""}",2024-08-21T14:22:12Z
12,Branch Art Exhibit: Joyce Mosby - Birds An Album,2024-09-04,2024-09-29,None,None,Northern District,None,"Throughout September, the works of artist Joyce Mosby are on display in an exhibit titled Birds An Album at Northern District branch.  <br /><br />""I graduated from Toronto Metropolitan University with a BFA in Photography Studies. I've exhibited my photographs in several galleries as well as participated in several outdoor exhibitions over the years. I currently work at TPL and enjoy perusing the many art books they have to offer, looking for my next inspiration."" <br /><br />""This bird project had been on my mind for a long time. It all started when I decided that I wanted to challenge myself with a somewhat difficult subject and I found that with birds. My goal was to capture their charm."" <br /><br />This exhibit is part of TPL's <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/exhibits/art-exhibit-space.jsp"">Art Exhibit Space</a> program. Toronto Public Library provides space for local artists to exhibit their work at locations across the city. These exhibits aim to reflect the diverse cultural interests of the city and its neighbourhoods.  <br /><br />The exhibit can be viewed during Branch open hours. Please check the <a href=""https://www.torontopubliclibrary.ca/northerndistrict/"">Northern District</a> branch page before your visit. <br /><br />Free. All are welcome.  <br /><br />Image credit: Artist: Joyce Mosby; Title of Piece: Blackbird; Medium: Photography; Size/dimensions: 25.5 x 20.5 cm",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT517182&R=EVT517182,517182,0,01-Branch Art Exhibits,00-Art Exhibits,00-Culture Arts & Entertainment,Adult,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/02F893818BE94836AC4EDB42B67FCD49/Branch_Art_Exhibits_Sep_-_Joyce_Mosby_-_E_vents_02F893818BE94836AC4EDB42B67FCD49.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/620DF6719EE344D492AC15AB6E9B0F1A/Branch_Art_Exhibits_Sep_-_Joyce_Mosby_-_E_vents_620DF6719EE344D492AC15AB6E9B0F1A.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/7DBF4F567BC6411984D04225F6242770/Branch_Art_Exhibits_Sep_-_Joyce_Mosby_-_E_vents_7DBF4F567BC6411984D04225F6242770.jpg""}",2024-08-21T14:20:50Z
13,Branch Art Exhibit: The Diverse Paintings by Jackie Lewis,2024-09-04,2024-09-29,None,None,Richview,None,"Throughout September, an exhibit titled The Diverse Paintings by Jackie Lewis is on display at Richview branch.  <br /><br />""I have been an artist all my life. I studied at Humber College and I studied art from James Spenser who has mountain paintings in the National Museum in Ottawa. I paint realism and I paint abstract. I have taught both adults and child art."" <br /><br />""I am very in tune with my artwork and that joy goes into the paintings."" <br /><br />This exhibit is part of TPL's <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/exhibits/art-exhibit-space.jsp"">Art Exhibit Space</a> program. Toronto Public Library provides space for local artists to exhibit their work at locations across the city. These exhibits aim to reflect the diverse cultural interests of the city and its neighbourhoods.  <br /><br />The exhibit can be viewed during Branch open hours. Please check the <a href=""https://www.torontopubliclibrary.ca/richview/"">Richview</a> branch page before your visit. <br /><br />Free. All are welcome.  <br /><br />Image credit: Artist: Jackie Lewis; Title of Piece: Portrait; Medium: Oil Panel; Size/dimensions: 23 cm x 31 cm",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT517185&R=EVT517185,517185,0,01-Branch Art Exhibits,00-Art Exhibits,00-Culture Arts & Entertainment,Adult,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/6144551542CB4162B8A31C85B26ABF0A/Branch_Art_Exhibits_Sep_-_Jackie_Lewis_-_E_vents_6144551542CB4162B8A31C85B26ABF0A.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/DBDFFA96A1204813AD07B92218CFEEC7/Branch_Art_Exhibits_Sep_-_Jackie_Lewis_-_E_vents_DBDFFA96A1204813AD07B92218CFEEC7.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/FDE67474F24F482F902A8594B6196087/Branch_Art_Exhibits_Sep_-_Jackie_Lewis_-_E_vents_FDE67474F24F482F902A8594B6196087.jpg""}",2024-08-21T14:13:42Z
14,Branch Art Exhibit: Julianne Gladstone - Spaces Between Thoughts,2024-09-04,2024-09-29,None,None,Yorkville,None,"Throughout September, an exhibit titled Julianne Gladstone: Spaces Between Thoughts is on display at Yorkville branch. <br /><br />Julie Gladstone is a Toronto based painter, textile, multimedia artist, musician, writer and mother. She holds an MFA in Interdisciplinary Art, Media and Design from OCADU and a BFA in painting and drawing from Concordia. Her work is influenced by research into ancestral and generational inheritance, the Sephardic Diaspora, mindfulness meditation and trauma healing. Gladstone is a member of the Objective Collective. She has exhibited widely both nationally and internationally. <br /><br />""The work submitted for this exhibition is part of a new series of abstract paintings that depicts the process of daily meditation; depicting an internal map of thought process, emotional states, and intuition. Each painting makes use of gesture, vibrant mark making and a layered process of removal, erasure, and embellishment of the original mark, so as to explore the passage of time on memory, and the fleetingness of thoughts and feelings. Using the language of abstraction, these works make use of the metaphor of weather and cloud forms. Much of my past work has explored weather patterns through a sublime aesthetic, blending Romantic landscape painting with Modernist abstraction. These influences can be felt, along with an intuition of mark making that is fresh and personal and conveys to the viewer, the richness of the inner world when we learn to drop the noise of our thoughtforms."" <br /><br />This exhibit is part of TPL's <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/exhibits/art-exhibit-space.jsp"">Art Exhibit Space</a> program. Toronto Public Library provides space for local artists to exhibit their work at locations across the city. These exhibits aim to reflect the diverse cultural interests of the city and its neighbourhoods. <br /><br />The exhibit can be viewed during Branch open hours. Please check the <a href=""https://www.torontopubliclibrary.ca/yorkville/"">Yorkville</a> branch page before your visit. <br /><br />Free. All are welcome.  <br /><br />Image credit: Artist: Julianne Gladstone; Title of Piece: Thought Forms; Medium: Oil on Panel; Size/dimensions: 40' x 40'",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT517186&R=EVT517186,517186,0,01-Branch Art Exhibits,00-Art Exhibits,00-Culture Arts & Entertainment,Adult,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/239F146C78DB4A8082FACD9A7E13AF2C/Branch_Art_Exhibits_Sep_-_Julianne_Gladstone_-_E_vents_239F146C78DB4A8082FACD9A7E13AF2C.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/CBE985DCAB7846BEAE35EBA67619E49D/Branch_Art_Exhibits_Sep_-_Julianne_Gladstone_-_E_vents_CBE985DCAB7846BEAE35EBA67619E49D.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/E0DCA192ABDA41A4B068528CDC570636/Branch_Art_Exhibits_Sep_-_Julianne_Gladstone_-_E_vents_E0DCA192ABDA41A4B068528CDC570636.jpg""}",2024-08-21T14:22:46Z
15,Branch Art Exhibit: May Cusask - Works by May,2024-09-04,2024-09-29,None,None,Woodside Square,None,"Throughout September, the works of May Cusask are on display at Woodside Square branch.  <br /><br />May Cusack has enjoyed paintings since the age of 7, and learned about Chinese paintings in Hong Kong. Upon arrival to Canada, May studied art part-time art at OCAD, Central Tech, and George Brown College. May's paintings were exhibited at the 260 Gallery (under the George Brown Students Section) and at Todmorden Mills Gallery. <br /><br />""Nature is my greatest inspiration. I always admire the bright colours and contrasting textures found in landscapes in Canada. I hope my paintings will also inspire and bring happy thoughts to others."" <br /><br />This exhibit is part of TPL's <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/exhibits/art-exhibit-space.jsp"">Art Exhibit Space</a> program. Toronto Public Library provides space for local artists to exhibit their work at locations across the city. These exhibits aim to reflect the diverse cultural interests of the city and its neighbourhoods. <br /><br />The exhibit can be viewed during Branch open hours. Please check the <a href=""https://www.torontopubliclibrary.ca/woodside/"">Woodside Square</a> branch page before your visit. <br /><br />Free. All are welcome.  <br /><br />Image credit: Artist: May Cusask; Title of Piece: Blue Canoe; Medium: Oil; Size/dimensions: 16 x 20 inch",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT517189&R=EVT517189,517189,0,01-Branch Art Exhibits,00-Art Exhibits,00-Culture Arts & Entertainment,Adult,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/7A533EC67D2449B5BAD91D462063D3B3/Branch_Art_Exhibits_Sep_-_May_Cusack_-_E_vents_7A533EC67D2449B5BAD91D462063D3B3.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/D6B8A4B7ECD64257BDD5B31A6038E361/Branch_Art_Exhibits_Sep_-_May_Cusack_-_E_vents_D6B8A4B7ECD64257BDD5B31A6038E361.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/DB8EBD4EEE1A4EBEB810F38FF3B27C28/Branch_Art_Exhibits_Sep_-_May_Cusack_-_E_vents_DB8EBD4EEE1A4EBEB810F38FF3B27C28.jpg""}",2024-08-21T14:20:33Z
16,Branch Art Exhibit: Works by Diana Abrera,2024-08-02,2024-08-30,None,None,Agincourt,None,"Throughout August, the works of Diana Abrera are on display at Agincourt branch. A Toronto-based Architect for 18 years, Diana enjoys capturing the seemingly mundane to celebrate them in unusual or new ways, altering the viewer's typical perspective. Diana's process involves a 'fly by the seat of your pants' approach in the hopes of embodying the unexpected in her works. <br /><br />""These works aim to inspire viewers to get up close and personal with nature, and the environment they find themselves in. By actively engaging in different perspectives, especially those that may seem unfamiliar, or 'other', we gain new ways of seeing, understanding, and hopefully appreciating the world around us."" <br /><br />This exhibit is part of TPL's <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/exhibits/art-exhibit-space.jsp"">Art Exhibit Space</a> program. Toronto Public Library provides space for local artists to exhibit their work at locations across the city. These exhibits aim to reflect the diverse cultural interests of the city and its neighbourhoods.  <br /><br />The exhibit can be viewed during Branch open hours. Please check the <a href=""https://www.torontopubliclibrary.ca/agincourt/"">Agincourt</a> branch page before your visit. <br /><br />Free. All are welcome.  <br /><br />Image credit: Artist: Diana Abrera; Title of Piece: Untitled 1; Medium: Photography; Size/dimensions: 25cm x 25 cm framed",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT512597&R=EVT512597,512597,0,01-Branch Art Exhibits,00-Art Exhibits,00-Culture Arts & Entertainment,Adult,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/25A4D0CAB2F147F780FB74EF5106662F/Branch_Art_Exhibits_Aug_2024_-_Diana_Abrera_-_E_vents_25A4D0CAB2F147F780FB74EF5106662F.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/BCE74F0688A24BE4AB4DE8F91F75C00E/Branch_Art_Exhibits_Aug_2024_-_Diana_Abrera_-_E_vents_BCE74F0688A24BE4AB4DE8F91F75C00E.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/C75BE356006C44BD810D8A235AE9BF0C/Branch_Art_Exhibits_Aug_2024_-_Diana_Abrera_-_E_vents_C75BE356006C44BD810D8A235AE9BF0C.jpg""}",2024-08-21T14:25:43Z
17,Branch Art Exhibit: Beijing by Zhuoran Sun,2024-08-02,2024-08-30,None,None,Albion,None,"Throughout August, the works of Zhuoran Sun are on display at Albion branch in an exhibit titled ""Beijing"". Zhuoran takes inspiration from walking through the streets and alleys taking photos of the flowing water and mountains. <br /><br />""Record life, record beauty, and turn frozen moments into eternity"".  <br /><br />This exhibit is part of TPL's <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/exhibits/art-exhibit-space.jsp"">Art Exhibit Space</a> program. Toronto Public Library provides space for local artists to exhibit their work at locations across the city. These exhibits aim to reflect the diverse cultural interests of the city and its neighbourhoods.  <br /><br />The exhibit can be viewed during Branch open hours. Please check the <a href=""https://www.torontopubliclibrary.ca/albion/"">Albion</a> branch page before your visit. <br /><br />Free. All are welcome.  <br /><br />Image credit: Artist: Zhuoran Sun; Title of Piece: Zheng yang men; Medium: Photography; Size/dimensions: 4 x 6 inches",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT512598&R=EVT512598,512598,0,01-Branch Art Exhibits,00-Art Exhibits,00-Culture Arts & Entertainment,Adult,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/53E73CD2B6FE4C3EB614C0E9A18D37A0/Branch_Art_Exhibit_Aug_2024_-_Zhuoran_Sun_-_E_vents_53E73CD2B6FE4C3EB614C0E9A18D37A0.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/7CBF9F2A4C2D42BA98430597BA01FEFB/Branch_Art_Exhibit_Aug_2024_-_Zhuoran_Sun_-_E_vents_7CBF9F2A4C2D42BA98430597BA01FEFB.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/A90DF9DB460F4943B8160CFCCAB78216/Branch_Art_Exhibit_Aug_2024_-_Zhuoran_Sun_-_E_vents_A90DF9DB460F4943B8160CFCCAB78216.jpg""}",2024-07-10T11:31:02Z
18,Branch Art Exhibit: The Home I Never Knew by Sara Vargas,2024-08-02,2024-08-30,None,None,Bloor/Gladstone,None,"Throughout August, the works of Sara Vargas are on display at Bloor/Gladstone branch in an exhibit titled ""The Home I Never Knew"". Sara is a Toronto-based visual artist with a background in theatre. She is originally from Caracas, Venezuela. In 2016, she graduated from Fine Arts Studio at Centennial College. She is currently pursuing an Honours Bachelor of Brand Design at George Brown. Sara's ongoing ""Shadows"" project has been adapted into several exhibitions and art installations around Ontario. Recently, she was chosen to participate in the 2023 RBC Emerging Artist Network program with the Power Plant. <br /><br />""Inspired by the power of generational storytelling, I am exploring the landscapes my father visited during his travels to La Gran Sabana, Venezuela, in the 70s. I create my own painting interpretations of these places from his tales and reference images. The paintings appear blurred out to symbolize my unfamiliarity and a sense of discovery. Despite the unfamiliarity, this series of paintings reveals an incredible and perhaps unexpected connection to places in my home country I never knew."" <br /><br />This exhibit is part of TPL's <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/exhibits/art-exhibit-space.jsp"">Art Exhibit Space</a> program. Toronto Public Library provides space for local artists to exhibit their work at locations across the city. These exhibits aim to reflect the diverse cultural interests of the city and its neighbourhoods.  <br /><br />The exhibit can be viewed during Branch open hours. Please check the <a href=""https://www.torontopubliclibrary.ca/bloorgladstone/"">Bloor Gladstone</a> branch page before your visit. <br /><br />Free. All are welcome.  <br /><br />Image credit: Artist: Sara Vargas; Title of Piece: La Gran Sabana; Medium: Mixed media on canvas; Size/dimensions: 24in x 32in",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT512601&R=EVT512601,512601,0,01-Branch Art Exhibits,00-Art Exhibits,00-Culture Arts & Entertainment,Adult,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/B8996E624EB34D9E8C214BBA7950B9BC/Branch_Art_Exhibit_Aug_2024_-_Sara_Vargas_-_E_vents_B8996E624EB34D9E8C214BBA7950B9BC.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/D7F7D9CD3EE349188625383FA84EA7C2/Branch_Art_Exhibit_Aug_2024_-_Sara_Vargas_-_E_vents_D7F7D9CD3EE349188625383FA84EA7C2.jpg""}",2024-07-18T16:25:06Z
19,Branch Art Exhibit: Works by Lorraine Menary,2024-08-02,2024-08-30,None,None,Leaside,None,"Throughout August, the works of Lorraine Menary are on display at Leaside branch. A lifelong East York resident, Lorraine has been creating art for 70 years.  <br /><br />""I believe all art forms are beautiful and my art has been for me a part of my soul. Art is beautiful and healing. The beauty of art is that the meaning and interpretation is different for everyone."" <br /><br />This exhibit is part of TPL's <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/exhibits/art-exhibit-space.jsp"">Art Exhibit Space</a> program. Toronto Public Library provides space for local artists to exhibit their work at locations across the city. These exhibits aim to reflect the diverse cultural interests of the city and its neighbourhoods. <br /><br />The exhibit can be viewed during Branch open hours. Please check the <a href=""https://www.torontopubliclibrary.ca/leaside/"">Leaside</a> branch page before your visit. <br /><br />Free. All are welcome.  <br /><br />Image credit: Artist: Lorraine Menary; Title of Piece: Barn owl; Medium: Watercolour; Size/dimensions: 31.75 cm x 39.75 cm <br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT512602&R=EVT512602,512602,0,01-Branch Art Exhibits,00-Art Exhibits,00-Culture Arts & Entertainment,Adult,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/5ADCD290A77C4BB0A656BB1374EE4518/Branch_Art_Exhibit_Aug_2024_-_Lorraine_Menary_-_E_vents_5ADCD290A77C4BB0A656BB1374EE4518.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/B24207EA1A0941CB85ECAEA1EFD8D1A6/Branch_Art_Exhibit_Aug_2024_-_Lorraine_Menary_-_E_vents_B24207EA1A0941CB85ECAEA1EFD8D1A6.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/DDDDB97A88C54B28984DA1F9CBF98A40/Branch_Art_Exhibit_Aug_2024_-_Lorraine_Menary_-_E_vents_DDDDB97A88C54B28984DA1F9CBF98A40.jpg""}",2024-07-10T10:20:57Z
20,Branch Art Exhibit: Works by Zhang Jinju,2024-08-02,2024-08-30,None,None,Mimico Centennial,None,"Throughout August, the works of Zhang Jinju are on display at Mimico Centennial branch. Zhang is a Chinese author, Chinese calligrapher and a photography lover. <br /><br />""All the photos were taken in Toronto in different seasons. Some display Chinese cultural elements to meet the diversified demand in our society. Peaceful surroundings and daily activities are the central topic. The change of the seasons reminds us to cherish our time."" <br /><br />This exhibit is part of TPL's <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/exhibits/art-exhibit-space.jsp"">Art Exhibit Space</a> program. Toronto Public Library provides space for local artists to exhibit their work at locations across the city. These exhibits aim to reflect the diverse cultural interests of the city and its neighbourhoods. <br /><br />The exhibit can be viewed during Branch open hours. Please check the <a href=""https://www.torontopubliclibrary.ca/mimico/"">Mimico Centennial</a> branch page before your visit. <br /><br />Free. All are welcome.  <br /><br />Image credit: Artist: Zhang Jinju; Title of Piece: Flowers under sky; Medium: Photography; Size/dimensions: 8 x 12 inch",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT512606&R=EVT512606,512606,0,01-Branch Art Exhibits,00-Art Exhibits,00-Culture Arts & Entertainment,Adult,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/6B09A9D7D67F43F2B2185592EFC6BCD2/Branch_Art_Exhibit_Aug_2024_-_Zhang_Jinju_-_E_vents_6B09A9D7D67F43F2B2185592EFC6BCD2.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/E9338FECC581452A994DAB4593E15C59/Branch_Art_Exhibit_Aug_2024_-_Zhang_Jinju_-_E_vents_E9338FECC581452A994DAB4593E15C59.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/F7736F78B3824F0E880C071B777081D2/img/FB0E0DCFA1ED4A10A2027B38C602D94F/Branch_Art_Exhibit_Aug_2024_-_Zhang_Jinju_-_E_vents_FB0E0DCFA1ED4A10A2027B38C602D94F.jpg""}",2024-07-10T10:11:01Z
