population,site,original_planting_date,early_planting_date,late_planting_date,required_gdus,scenario_1_harvest_quantity,scenario_2_harvest_quanitity
p_1229,0,5/27/2020,5/27/2020,7/15/2020,942,403,336
p_1230,0,5/27/2020,5/13/2020,7/8/2020,942,180,263
p_1231,0,5/27/2020,5/27/2020,6/24/2020,942,291,226
p_1232,0,5/27/2020,5/20/2020,7/1/2020,833,360,360
p_1233,0,5/27/2020,5/13/2020,6/17/2020,887,237,197
p_1234,0,5/27/2020,5/13/2020,7/1/2020,942,169,274
p_1235,1,6/9/2020,6/9/2020,7/14/2020,1009,181,402
p_1236,1,6/9/2020,5/26/2020,7/21/2020,1009,94,355
p_1237,1,6/9/2020,6/9/2020,7/7/2020,1009,283,451
p_1238,1,6/9/2020,6/9/2020,7/21/2020,917,272,376
p_1239,1,6/9/2020,5/26/2020,7/7/2020,917,264,443
p_1240,1,6/9/2020,6/9/2020,7/21/2020,917,265,452
p_1241,1,6/9/2020,6/2/2020,7/28/2020,917,210,577
p_1242,1,6/9/2020,6/2/2020,6/30/2020,1009,224,384
p_1243,1,6/9/2020,6/9/2020,6/30/2020,1009,277,526
p_1244,1,6/9/2020,6/2/2020,6/30/2020,1009,114,343
p_1245,1,6/9/2020,6/9/2020,7/28/2020,1009,264,461
p_1246,1,6/9/2020,6/2/2020,7/28/2020,1009,188,611
p_1247,1,6/9/2020,5/26/2020,6/30/2020,1009,245,277
p_1248,1,6/9/2020,6/9/2020,6/30/2020,1009,71,468
p_1249,1,6/9/2020,6/9/2020,7/7/2020,1009,257,387
p_1250,1,6/9/2020,6/9/2020,7/7/2020,1009,314,278
p_1251,1,6/9/2020,6/9/2020,7/14/2020,1100,354,182
p_1252,1,6/9/2020,6/9/2020,7/21/2020,1009,217,207
p_1253,1,6/9/2020,6/9/2020,7/7/2020,1009,231,409
p_1254,1,6/9/2020,5/26/2020,7/7/2020,1100,293,337
p_1255,1,6/9/2020,5/26/2020,7/7/2020,1100,264,327
p_1256,1,6/9/2020,6/2/2020,7/7/2020,1009,340,609
p_1257,1,6/9/2020,6/9/2020,7/28/2020,1009,318,347
p_1258,1,6/9/2020,6/2/2020,7/14/2020,1009,74,288
p_1259,1,6/9/2020,6/2/2020,7/7/2020,1009,313,520
p_1260,1,6/9/2020,5/26/2020,7/21/2020,1009,267,627
p_1261,1,6/9/2020,6/2/2020,7/7/2020,1100,170,206
p_1262,1,6/9/2020,5/26/2020,7/28/2020,1009,167,480
p_1263,1,6/9/2020,6/2/2020,6/30/2020,1009,193,397
p_1264,1,6/9/2020,6/9/2020,6/30/2020,1009,409,393
p_1265,1,6/9/2020,6/2/2020,7/14/2020,1009,269,439
p_1266,1,6/9/2020,5/26/2020,6/30/2020,1009,225,383
p_1267,1,6/9/2020,5/26/2020,7/7/2020,1100,169,168
p_1268,1,6/9/2020,5/26/2020,7/28/2020,1100,196,432
p_1269,1,6/9/2020,6/2/2020,7/14/2020,1100,212,413
p_1270,1,6/9/2020,6/2/2020,7/7/2020,1100,289,381
p_1271,1,6/9/2020,5/26/2020,6/30/2020,1100,314,561
p_1272,1,6/9/2020,6/9/2020,7/21/2020,1100,194,695
p_1273,1,6/9/2020,6/9/2020,7/7/2020,1100,300,516
p_1274,1,6/9/2020,6/2/2020,7/21/2020,1100,166,453
p_1275,1,6/9/2020,6/2/2020,7/21/2020,1100,136,450
p_1276,1,6/16/2020,6/2/2020,7/21/2020,918,87,305
p_1277,1,6/16/2020,6/9/2020,8/4/2020,918,367,471
p_1278,1,6/16/2020,6/9/2020,7/7/2020,918,238,330
p_1279,1,6/16/2020,6/2/2020,7/7/2020,1009,378,135
p_1280,1,6/16/2020,6/2/2020,7/14/2020,1009,145,362
p_1281,1,6/16/2020,6/9/2020,7/7/2020,1009,66,471
p_1282,1,6/16/2020,6/16/2020,7/21/2020,1009,243,394
p_1283,1,6/16/2020,6/9/2020,7/7/2020,1009,309,190
p_1284,1,6/16/2020,6/16/2020,7/14/2020,1009,215,468
p_1285,1,6/16/2020,6/16/2020,7/7/2020,1009,387,95
p_1286,1,6/16/2020,6/16/2020,8/4/2020,1099,325,376
p_1287,1,6/16/2020,6/2/2020,7/28/2020,1099,209,380
p_1288,1,6/16/2020,6/2/2020,7/28/2020,1099,300,523
p_1289,1,6/16/2020,6/2/2020,7/28/2020,1099,380,397
p_1290,1,6/16/2020,6/9/2020,8/4/2020,1099,238,400
p_1291,1,6/16/2020,6/2/2020,7/21/2020,1099,268,326
p_1292,1,6/16/2020,6/2/2020,7/14/2020,1099,441,337
p_1293,1,6/23/2020,6/16/2020,8/11/2020,1097,350,502
p_1294,1,6/23/2020,6/16/2020,7/21/2020,1097,205,237
p_1295,1,6/23/2020,6/23/2020,7/28/2020,1187,333,360
p_1296,1,6/23/2020,6/16/2020,8/11/2020,1187,314,287
p_1297,1,6/23/2020,6/16/2020,7/14/2020,1097,104,93
p_1298,1,6/23/2020,6/9/2020,7/28/2020,1187,307,537
p_1299,1,6/23/2020,6/23/2020,8/4/2020,916,109,497
p_1300,1,6/23/2020,6/23/2020,8/11/2020,916,385,280
p_1301,1,6/23/2020,6/16/2020,7/28/2020,916,285,220
p_1302,1,6/23/2020,6/9/2020,7/28/2020,916,223,305
p_1303,1,6/23/2020,6/9/2020,8/11/2020,916,360,299
p_1304,1,6/23/2020,6/9/2020,8/4/2020,916,267,132
p_1305,1,6/23/2020,6/9/2020,8/4/2020,916,177,291
p_1306,1,6/23/2020,6/16/2020,7/28/2020,916,250,391
p_1307,1,6/23/2020,6/9/2020,7/21/2020,1187,269,493
p_1308,1,6/23/2020,6/23/2020,7/28/2020,1187,362,209
p_1309,1,6/23/2020,6/23/2020,8/11/2020,1187,271,329
p_1310,1,6/23/2020,6/16/2020,8/11/2020,1187,126,412
p_1311,1,6/23/2020,6/9/2020,8/11/2020,1187,343,400
p_1312,1,6/23/2020,6/9/2020,8/4/2020,1097,233,674
p_1313,1,6/23/2020,6/9/2020,7/14/2020,1187,241,437
p_1314,1,6/23/2020,6/9/2020,8/11/2020,1187,371,298
p_1315,1,6/23/2020,6/16/2020,8/11/2020,1187,152,293
p_1316,1,6/23/2020,6/9/2020,7/21/2020,1187,114,425
p_1317,1,6/23/2020,6/16/2020,7/21/2020,1187,117,519
p_1318,1,6/23/2020,6/9/2020,7/28/2020,1097,223,288
p_1319,1,6/23/2020,6/9/2020,7/28/2020,1097,309,413
p_1320,1,6/23/2020,6/23/2020,7/28/2020,1187,300,253
p_1321,1,6/23/2020,6/16/2020,8/11/2020,1187,310,600
p_1322,1,6/23/2020,6/23/2020,7/21/2020,1187,198,315
p_1323,1,6/23/2020,6/16/2020,7/28/2020,1187,270,269
p_1324,1,6/23/2020,6/9/2020,7/21/2020,1097,166,215
p_1325,1,6/23/2020,6/9/2020,8/11/2020,1097,360,225
p_1326,1,6/23/2020,6/16/2020,8/11/2020,1187,204,396
p_1327,1,6/23/2020,6/23/2020,7/28/2020,1187,251,272
p_1328,0,6/24/2020,6/17/2020,8/12/2020,760,262,325
p_1329,0,6/24/2020,6/17/2020,8/12/2020,760,195,375
p_1330,0,6/24/2020,6/10/2020,7/22/2020,760,233,527
p_1331,0,7/1/2020,7/1/2020,7/22/2020,825,364,355
p_1332,0,7/1/2020,6/24/2020,8/12/2020,825,115,612
p_1333,0,7/1/2020,7/1/2020,8/5/2020,825,364,370
p_1334,0,7/1/2020,7/1/2020,7/22/2020,825,177,738
p_1335,0,7/1/2020,6/24/2020,8/5/2020,889,302,538
p_1336,0,6/10/2020,6/10/2020,7/1/2020,876,304,370
p_1337,0,6/10/2020,5/27/2020,7/29/2020,876,258,379
p_1338,0,6/10/2020,5/27/2020,7/15/2020,876,295,94
p_1339,0,6/10/2020,5/27/2020,7/1/2020,876,133,279
p_1340,0,6/10/2020,5/27/2020,7/22/2020,876,313,114
p_1341,0,6/10/2020,6/10/2020,7/29/2020,876,286,347
p_1342,0,6/10/2020,5/27/2020,7/15/2020,876,189,448
p_1343,0,6/10/2020,6/3/2020,7/15/2020,819,251,204
p_1344,0,6/10/2020,5/27/2020,7/1/2020,876,169,265
p_1345,0,6/10/2020,6/3/2020,7/15/2020,876,184,264
p_1346,0,6/10/2020,6/3/2020,7/29/2020,876,172,446
p_1347,0,6/10/2020,5/27/2020,7/8/2020,934,331,178
p_1348,0,6/10/2020,5/27/2020,7/1/2020,876,309,356
p_1349,0,6/10/2020,6/10/2020,7/22/2020,876,348,395
p_1350,0,6/10/2020,6/3/2020,7/15/2020,876,383,411
p_1351,0,6/10/2020,5/27/2020,7/29/2020,876,74,216
p_1352,0,6/10/2020,6/10/2020,7/15/2020,876,324,342
p_1353,0,6/10/2020,5/27/2020,7/22/2020,934,367,578
p_1354,0,6/10/2020,5/27/2020,7/29/2020,876,427,305
p_1355,0,6/10/2020,5/27/2020,7/22/2020,876,346,277
p_1356,0,6/10/2020,6/3/2020,7/29/2020,934,346,396
p_1357,0,6/10/2020,5/27/2020,7/8/2020,876,283,289
p_1358,0,6/10/2020,6/10/2020,7/29/2020,934,158,274
p_1359,0,6/10/2020,5/27/2020,7/22/2020,934,114,334
p_1360,0,6/10/2020,5/27/2020,7/1/2020,934,217,360
p_1361,0,6/10/2020,6/10/2020,7/8/2020,876,246,364
p_1362,0,6/17/2020,6/17/2020,7/22/2020,935,388,415
p_1363,0,6/17/2020,6/10/2020,7/15/2020,875,176,364
p_1364,0,6/17/2020,6/10/2020,7/15/2020,935,238,411
p_1365,0,7/10/2020,7/3/2020,8/14/2020,905,160,470
p_1366,0,7/10/2020,7/3/2020,8/28/2020,837,308,363
p_1367,0,7/10/2020,7/10/2020,8/7/2020,976,352,325
p_1368,0,7/10/2020,6/26/2020,8/7/2020,905,263,543
p_1369,0,7/10/2020,6/26/2020,7/31/2020,837,241,174
p_1370,0,7/10/2020,6/26/2020,7/31/2020,905,315,221
p_1371,0,7/10/2020,7/3/2020,8/21/2020,905,79,338
p_1372,0,7/10/2020,7/10/2020,8/14/2020,837,136,388
p_1373,0,7/10/2020,7/10/2020,8/28/2020,905,70,255
p_1374,0,7/10/2020,7/10/2020,8/28/2020,905,309,450
p_1375,0,7/10/2020,6/26/2020,8/21/2020,905,260,383
p_1376,0,7/10/2020,7/3/2020,8/28/2020,905,227,410
p_1377,0,7/10/2020,7/10/2020,8/28/2020,905,366,347
p_1378,0,7/10/2020,7/3/2020,7/31/2020,905,267,365
p_1379,0,7/10/2020,7/10/2020,8/28/2020,837,268,539
p_1380,0,7/10/2020,7/3/2020,8/28/2020,837,309,372
p_1381,0,7/1/2020,7/1/2020,8/12/2020,706,226,406
p_1382,0,5/27/2020,5/20/2020,7/8/2020,887,144,627
p_1383,0,5/27/2020,5/27/2020,6/24/2020,731,314,313
p_1384,0,5/27/2020,5/27/2020,7/15/2020,887,247,428
p_1385,0,5/27/2020,5/20/2020,7/15/2020,782,162,250
p_1386,0,5/27/2020,5/20/2020,7/15/2020,887,110,412
p_1387,0,5/27/2020,5/13/2020,6/17/2020,782,248,319
p_1388,0,5/27/2020,5/20/2020,7/15/2020,833,215,273
p_1389,0,5/27/2020,5/27/2020,6/17/2020,731,362,574
p_1390,0,5/27/2020,5/27/2020,6/24/2020,833,166,412
p_1391,0,5/27/2020,5/20/2020,7/1/2020,833,235,384
p_1392,0,5/27/2020,5/13/2020,7/15/2020,833,371,442
p_1393,0,5/27/2020,5/20/2020,7/8/2020,887,240,414
p_1394,0,5/27/2020,5/27/2020,7/8/2020,782,327,300
p_1395,0,5/27/2020,5/27/2020,7/15/2020,833,137,365
p_1396,0,5/27/2020,5/13/2020,6/17/2020,731,242,432
p_1397,0,5/27/2020,5/20/2020,7/8/2020,731,357,476
p_1398,0,5/27/2020,5/27/2020,7/8/2020,833,265,452
p_1399,0,5/27/2020,5/27/2020,6/24/2020,782,106,511
p_1400,0,5/27/2020,5/27/2020,6/24/2020,731,455,125
p_1401,0,5/27/2020,5/20/2020,6/24/2020,833,240,281
p_1402,0,6/17/2020,6/10/2020,7/29/2020,816,312,298
p_1403,0,6/17/2020,6/3/2020,7/29/2020,759,257,155
p_1404,0,6/17/2020,6/17/2020,8/5/2020,759,121,284
p_1405,0,7/1/2020,7/1/2020,8/19/2020,825,103,348
p_1406,0,7/1/2020,6/17/2020,7/22/2020,706,247,412
p_1407,0,7/1/2020,7/1/2020,8/12/2020,765,262,568
p_1408,0,7/1/2020,6/17/2020,8/19/2020,706,75,460
p_1409,0,5/27/2020,5/13/2020,7/15/2020,782,249,408
p_1410,0,5/27/2020,5/27/2020,6/24/2020,782,275,200
p_1411,0,5/27/2020,5/20/2020,6/24/2020,731,290,461
p_1412,0,5/27/2020,5/20/2020,6/24/2020,731,196,161
p_1413,0,5/27/2020,5/20/2020,7/1/2020,887,112,307
p_1414,0,5/27/2020,5/20/2020,7/15/2020,833,172,364
p_1415,0,6/5/2020,6/5/2020,7/3/2020,719,115,184
p_1416,0,6/5/2020,5/22/2020,7/3/2020,824,464,452
p_1417,0,6/5/2020,5/22/2020,7/17/2020,824,452,162
p_1418,0,6/5/2020,6/5/2020,7/3/2020,824,188,403
p_1419,0,6/5/2020,5/29/2020,7/17/2020,719,262,388
p_1420,0,6/5/2020,5/22/2020,6/26/2020,771,228,501
p_1421,0,6/5/2020,6/5/2020,7/3/2020,824,346,467
p_1422,0,6/5/2020,6/5/2020,7/17/2020,824,318,289
p_1423,0,6/5/2020,5/29/2020,7/3/2020,824,252,230
p_1424,0,6/5/2020,6/5/2020,6/26/2020,824,176,169
p_1425,0,6/5/2020,5/22/2020,7/3/2020,824,193,379
p_1426,0,6/5/2020,5/22/2020,7/17/2020,824,153,577
p_1427,0,6/5/2020,6/5/2020,6/26/2020,824,218,524
p_1428,0,6/5/2020,5/22/2020,6/26/2020,824,207,313
p_1429,0,6/5/2020,6/5/2020,6/26/2020,824,396,453
p_1430,0,6/5/2020,5/22/2020,7/10/2020,824,302,488
p_1431,0,6/5/2020,5/29/2020,7/17/2020,719,242,427
p_1432,0,6/5/2020,5/22/2020,7/10/2020,719,251,357
p_1433,0,6/5/2020,5/29/2020,6/26/2020,879,326,226
p_1434,0,6/5/2020,5/29/2020,7/10/2020,719,186,426
p_1435,0,6/5/2020,6/5/2020,7/3/2020,771,401,174
p_1436,0,6/17/2020,6/10/2020,7/22/2020,816,265,546
p_1437,0,6/24/2020,6/10/2020,8/12/2020,760,340,340
p_1438,0,6/24/2020,6/10/2020,7/15/2020,703,123,280
p_1439,0,6/24/2020,6/17/2020,7/15/2020,760,456,132
p_1440,0,6/24/2020,6/24/2020,8/5/2020,760,360,200
p_1441,0,6/24/2020,6/17/2020,7/22/2020,760,198,315
p_1442,0,6/24/2020,6/10/2020,8/5/2020,760,246,581
p_1443,0,7/1/2020,6/17/2020,8/5/2020,649,215,388
p_1444,0,7/1/2020,6/24/2020,8/19/2020,765,230,285
p_1445,0,7/1/2020,6/24/2020,8/19/2020,765,353,555
p_1446,0,7/1/2020,6/24/2020,8/19/2020,765,274,466
p_1447,0,7/1/2020,6/17/2020,8/19/2020,765,418,150
p_1448,0,7/1/2020,6/17/2020,7/29/2020,765,341,364
p_1449,0,7/1/2020,6/17/2020,8/5/2020,706,459,302
p_1450,0,7/1/2020,7/1/2020,8/19/2020,765,145,574
p_1451,0,7/1/2020,6/17/2020,7/22/2020,765,322,241
p_1452,0,7/1/2020,6/17/2020,8/5/2020,825,182,136
p_1453,0,7/1/2020,7/1/2020,7/29/2020,765,541,328
p_1454,0,7/1/2020,7/1/2020,8/19/2020,765,367,263
p_1455,1,7/1/2020,7/1/2020,7/29/2020,1096,343,369
p_1456,1,7/1/2020,7/1/2020,8/19/2020,1096,265,342
p_1457,1,7/1/2020,7/1/2020,7/22/2020,1096,261,391
p_1458,1,7/1/2020,7/1/2020,8/5/2020,1183,144,347
p_1459,1,7/1/2020,6/24/2020,7/22/2020,1183,167,342
p_1460,1,7/1/2020,6/24/2020,8/19/2020,1183,271,335
p_1461,1,7/1/2020,6/24/2020,8/12/2020,1183,204,306
p_1462,1,7/1/2020,6/24/2020,8/5/2020,1183,395,240
p_1463,1,7/1/2020,6/17/2020,7/29/2020,915,577,447
p_1464,1,7/1/2020,7/1/2020,8/19/2020,915,69,81
p_1465,1,7/1/2020,6/17/2020,7/22/2020,1006,409,291
p_1466,1,7/1/2020,7/1/2020,8/12/2020,1006,198,493
p_1467,1,7/1/2020,7/1/2020,8/19/2020,1006,290,334
p_1468,1,7/1/2020,6/17/2020,7/29/2020,1006,306,425
p_1469,1,7/1/2020,6/24/2020,7/22/2020,1006,105,232
p_1470,1,7/1/2020,6/17/2020,8/5/2020,915,220,224
p_1471,1,7/1/2020,6/17/2020,8/12/2020,1006,261,364
p_1472,1,7/1/2020,7/1/2020,8/19/2020,915,323,268
p_1473,1,7/1/2020,7/1/2020,8/19/2020,1006,326,534
p_1474,1,7/1/2020,7/1/2020,8/19/2020,1006,437,279
p_1475,1,7/1/2020,6/24/2020,8/19/2020,1006,214,195
p_1476,1,7/1/2020,6/17/2020,7/22/2020,1006,309,149
p_1477,1,7/1/2020,6/17/2020,8/5/2020,1183,243,404
p_1478,1,7/1/2020,6/24/2020,7/29/2020,1183,214,127
p_1479,1,7/1/2020,6/17/2020,8/12/2020,1096,342,217
p_1480,1,7/1/2020,6/17/2020,8/19/2020,1183,241,312
p_1481,1,7/1/2020,7/1/2020,8/19/2020,1183,377,313
p_1482,1,7/1/2020,6/24/2020,8/5/2020,1183,297,241
p_1483,1,7/1/2020,7/1/2020,8/5/2020,1183,151,469
p_1484,1,7/1/2020,6/24/2020,7/22/2020,1183,247,537
p_1485,1,7/1/2020,7/1/2020,7/22/2020,1096,336,292
p_1486,1,7/1/2020,6/17/2020,7/22/2020,1096,250,234
p_1487,1,7/1/2020,6/24/2020,8/12/2020,1096,234,160
p_1488,1,7/1/2020,6/24/2020,7/22/2020,1096,210,522
p_1489,1,7/1/2020,7/1/2020,8/19/2020,1183,204,284
p_1490,1,7/1/2020,6/24/2020,7/22/2020,1183,208,368
p_1491,1,7/1/2020,6/17/2020,8/12/2020,1096,270,410
p_1492,1,7/1/2020,6/17/2020,7/22/2020,1096,125,234
p_1493,1,7/1/2020,6/17/2020,7/22/2020,1183,82,295
p_1494,1,7/7/2020,7/7/2020,8/25/2020,1180,219,259
p_1495,1,7/7/2020,6/30/2020,8/25/2020,1180,166,447
p_1496,1,7/7/2020,7/7/2020,8/25/2020,1180,470,249
p_1497,1,7/7/2020,6/23/2020,7/28/2020,1092,439,212
p_1498,1,7/7/2020,6/30/2020,8/25/2020,1092,248,544
p_1499,1,7/7/2020,6/23/2020,8/11/2020,1180,279,75
p_1500,1,7/7/2020,6/30/2020,8/4/2020,1180,246,554
p_1501,1,7/7/2020,6/30/2020,8/4/2020,1180,274,186
p_1502,1,7/7/2020,7/7/2020,8/25/2020,1180,71,386
p_1503,1,7/7/2020,6/30/2020,8/18/2020,1180,156,148
p_1504,1,7/7/2020,6/23/2020,8/25/2020,1180,175,399
p_1505,1,7/7/2020,6/30/2020,8/25/2020,1180,203,216
p_1506,1,7/7/2020,6/23/2020,7/28/2020,1180,189,453
p_1507,1,7/7/2020,7/7/2020,8/18/2020,1092,63,193
p_1508,1,7/7/2020,6/23/2020,8/25/2020,1092,347,251
p_1509,1,7/7/2020,6/30/2020,8/11/2020,915,248,351
p_1510,1,7/7/2020,6/23/2020,8/4/2020,1004,204,564
p_1511,1,7/7/2020,6/23/2020,8/11/2020,1004,127,315
p_1512,1,7/7/2020,6/30/2020,8/11/2020,1004,238,222
p_1513,1,7/7/2020,6/23/2020,8/11/2020,1004,335,294
p_1514,1,7/7/2020,6/30/2020,8/18/2020,1004,68,332
p_1515,1,7/7/2020,7/7/2020,8/18/2020,1004,376,268
p_1516,1,7/7/2020,6/23/2020,8/18/2020,915,402,564
p_1517,1,7/7/2020,7/7/2020,8/4/2020,824,300,296
p_1518,1,7/7/2020,6/23/2020,7/28/2020,824,351,278
p_1519,1,7/7/2020,6/23/2020,8/25/2020,915,216,616
p_1520,1,7/7/2020,7/7/2020,8/25/2020,824,384,400
p_1521,1,7/7/2020,6/23/2020,7/28/2020,824,236,431
p_1522,1,7/7/2020,6/23/2020,8/25/2020,1180,373,498
p_1523,1,7/7/2020,7/7/2020,8/11/2020,1180,349,333
p_1524,1,7/7/2020,6/23/2020,8/4/2020,1180,357,83
p_1525,1,7/7/2020,6/30/2020,8/25/2020,1180,183,352
p_1526,1,7/7/2020,6/23/2020,8/4/2020,1180,215,373
p_1527,1,7/7/2020,6/23/2020,7/28/2020,1180,197,229
p_1528,1,7/7/2020,6/23/2020,8/25/2020,1180,286,167
p_1529,1,7/7/2020,7/7/2020,8/4/2020,1180,317,310
p_1530,1,7/7/2020,6/30/2020,8/11/2020,1180,324,217
p_1531,1,7/7/2020,6/30/2020,8/11/2020,1180,347,109
p_1532,1,7/7/2020,6/23/2020,7/28/2020,1180,204,439
p_1533,1,7/14/2020,7/14/2020,8/25/2020,1002,211,254
p_1534,1,7/14/2020,7/14/2020,9/1/2020,1002,259,411
p_1535,1,7/14/2020,7/7/2020,8/18/2020,1002,479,388
p_1536,1,7/14/2020,7/14/2020,8/18/2020,1002,119,126
p_1537,1,7/14/2020,6/30/2020,8/4/2020,1090,191,252
p_1538,1,7/14/2020,6/30/2020,8/18/2020,1002,278,323
p_1539,1,7/14/2020,7/14/2020,9/1/2020,1002,301,365
p_1540,1,7/14/2020,6/30/2020,8/4/2020,1002,118,189
p_1541,1,7/14/2020,7/7/2020,8/11/2020,1002,341,394
p_1542,1,7/14/2020,6/30/2020,8/4/2020,1002,232,325
p_1543,1,7/14/2020,7/14/2020,9/1/2020,1090,373,74
p_1544,1,7/14/2020,7/7/2020,9/1/2020,1090,212,524
p_1545,1,7/14/2020,6/30/2020,8/11/2020,1177,218,138
p_1546,1,7/14/2020,7/7/2020,8/4/2020,1090,372,337
p_1547,1,7/14/2020,7/14/2020,9/1/2020,1177,289,406
p_1548,1,7/14/2020,6/30/2020,9/1/2020,1177,265,489
p_1549,1,7/14/2020,6/30/2020,8/11/2020,1177,302,441
p_1550,1,7/14/2020,7/7/2020,8/25/2020,1177,312,295
p_1551,1,7/14/2020,6/30/2020,8/4/2020,1177,144,204
p_1552,1,7/14/2020,6/30/2020,9/1/2020,1090,385,295
p_1553,1,7/14/2020,6/30/2020,8/18/2020,1177,336,146
p_1554,1,7/14/2020,6/30/2020,8/11/2020,1090,176,143
p_1555,1,7/14/2020,7/14/2020,8/25/2020,1090,103,127
p_1556,1,7/14/2020,6/30/2020,8/25/2020,1177,201,483
p_1557,1,7/14/2020,7/7/2020,8/11/2020,1177,233,519
p_1558,1,7/14/2020,7/14/2020,8/25/2020,1090,204,517
p_1559,1,7/14/2020,7/7/2020,9/1/2020,1177,211,379
p_1560,1,7/14/2020,7/7/2020,8/25/2020,1090,250,582
p_1561,1,7/14/2020,7/7/2020,8/4/2020,1177,215,510
p_1562,1,7/21/2020,7/21/2020,8/25/2020,1171,182,740
p_1563,1,7/21/2020,7/21/2020,9/8/2020,1085,217,542
p_1564,1,7/21/2020,7/21/2020,8/18/2020,1085,297,306
p_1565,1,7/21/2020,7/7/2020,8/25/2020,1171,262,402
p_1566,1,7/21/2020,7/14/2020,9/8/2020,1171,110,499
p_1567,1,7/21/2020,7/21/2020,8/25/2020,1085,330,475
p_1568,1,7/21/2020,7/14/2020,9/1/2020,1171,287,228
p_1569,1,7/21/2020,7/21/2020,8/18/2020,1171,219,267
p_1570,1,7/21/2020,7/21/2020,8/18/2020,1171,255,389
p_1571,1,7/21/2020,7/21/2020,8/11/2020,1171,134,343
p_1572,1,7/21/2020,7/14/2020,9/1/2020,1085,214,477
p_1573,1,7/21/2020,7/7/2020,8/11/2020,998,358,271
p_1574,1,7/21/2020,7/21/2020,8/11/2020,1085,203,137
p_1575,1,7/21/2020,7/21/2020,9/1/2020,998,187,448
p_1576,1,7/21/2020,7/21/2020,9/8/2020,998,238,389
p_1577,1,7/21/2020,7/7/2020,8/11/2020,998,204,669
p_1578,1,7/21/2020,7/14/2020,8/25/2020,1085,69,317
p_1579,1,7/21/2020,7/14/2020,9/8/2020,1085,232,701
p_1580,1,7/21/2020,7/14/2020,9/1/2020,1085,244,249
p_1581,1,7/21/2020,7/14/2020,8/18/2020,1085,151,106
p_1582,1,7/21/2020,7/21/2020,9/8/2020,1085,293,384
p_1583,1,7/21/2020,7/7/2020,8/11/2020,1085,245,202
p_1584,1,7/21/2020,7/21/2020,8/25/2020,1085,86,486
p_1585,0,5/2/2020,4/18/2020,6/13/2020,969,375,113
p_1586,0,5/2/2020,4/25/2020,5/30/2020,969,204,343
p_1587,0,5/2/2020,4/18/2020,6/6/2020,969,224,471
p_1588,1,7/28/2020,7/28/2020,8/25/2020,1078,366,313
p_1589,1,7/28/2020,7/28/2020,9/8/2020,1078,295,581
p_1590,1,7/28/2020,7/21/2020,9/15/2020,1078,292,473
p_1591,1,7/28/2020,7/28/2020,8/18/2020,1078,300,401
p_1592,1,7/28/2020,7/28/2020,9/8/2020,1078,149,516
p_1593,1,7/28/2020,7/14/2020,9/1/2020,1078,255,86
p_1594,1,7/28/2020,7/28/2020,9/15/2020,1078,371,390
p_1595,1,7/28/2020,7/21/2020,8/25/2020,1078,475,259
p_1596,1,7/28/2020,7/21/2020,9/15/2020,1078,296,348
p_1597,1,7/28/2020,7/28/2020,9/15/2020,1078,330,421
p_1598,1,7/28/2020,7/21/2020,9/1/2020,1078,301,294
p_1599,1,7/28/2020,7/14/2020,8/18/2020,1078,316,414
p_1600,1,7/28/2020,7/14/2020,9/15/2020,1078,447,271
p_1601,1,7/28/2020,7/28/2020,9/15/2020,1078,210,199
p_1602,1,7/28/2020,7/28/2020,8/18/2020,1163,186,389
p_1603,1,7/28/2020,7/14/2020,8/18/2020,1163,514,205
p_1604,1,7/28/2020,7/21/2020,8/25/2020,1163,132,352
p_1605,1,7/28/2020,7/28/2020,8/25/2020,1078,188,330
p_1606,1,7/28/2020,7/28/2020,8/18/2020,1078,117,420
p_1607,1,7/28/2020,7/21/2020,9/8/2020,1078,344,235
p_1608,1,7/28/2020,7/28/2020,8/18/2020,1078,226,311
p_1609,1,7/28/2020,7/21/2020,8/25/2020,1078,228,254
p_1610,1,7/28/2020,7/21/2020,9/1/2020,1078,330,375
p_1611,1,7/28/2020,7/21/2020,9/1/2020,1078,324,400
p_1612,1,7/28/2020,7/21/2020,9/15/2020,1163,67,483
p_1613,1,7/28/2020,7/21/2020,9/1/2020,1163,402,304
p_1614,1,7/28/2020,7/14/2020,8/25/2020,1163,349,273
p_1615,1,7/28/2020,7/21/2020,9/1/2020,1078,301,520
p_1616,0,5/2/2020,4/18/2020,6/13/2020,1069,94,413
p_1617,0,5/2/2020,4/25/2020,5/23/2020,1069,155,441
p_1618,0,5/2/2020,5/2/2020,5/23/2020,1069,254,224
p_1619,0,5/2/2020,4/18/2020,5/30/2020,1069,225,202
p_1620,0,5/2/2020,5/2/2020,6/20/2020,1069,255,95
p_1621,0,5/2/2020,4/25/2020,5/23/2020,1069,260,650
p_1622,0,5/2/2020,4/25/2020,6/6/2020,1069,211,252
p_1623,0,5/2/2020,5/2/2020,6/13/2020,1069,129,183
p_1624,0,5/2/2020,4/25/2020,6/20/2020,1069,205,286
p_1625,0,5/2/2020,5/2/2020,6/20/2020,1069,322,511
p_1626,0,5/2/2020,4/25/2020,6/20/2020,1069,257,613
p_1627,0,5/2/2020,4/25/2020,5/23/2020,1018,216,192
p_1628,0,7/29/2020,7/15/2020,9/16/2020,759,283,286
p_1629,0,7/29/2020,7/29/2020,8/26/2020,759,131,259
p_1630,0,7/29/2020,7/22/2020,9/2/2020,759,237,276
p_1631,0,7/24/2020,7/24/2020,9/4/2020,806,363,645
