Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
M8W,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,,,,,,19840
M8W,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,English only,,,,,17630
M8W,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,French only,,,,,25
M8W,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,English and French,,,,,1715
M8W,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,Neither English nor French,,,,,470
M8W,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,,,,,,19840
M8W,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,English,,,,,18885
M8W,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,French,,,,,355
M8W,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,English and French,,,,,145
M8W,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,Neither English nor French,,,,,455
M8W,Detailed Language characteristics,Official language minority - (number),,,,,,430
M8W,Detailed Language characteristics,Official language minority - (percentage),,,,,,2.2
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,,,,,,19840
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,,,,,19380
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,English,,,,15080
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,French,,,,95
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,,,,4205
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Algonquin,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Atikamekw,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Blackfoot,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Carrier,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Chilcotin,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Chipewyan,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Cree,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Siouan languages (Dakota/Sioux),,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dene,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dogrib,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Gitksan,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Inuinnaqtun,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,"Inuktitut, n.i.e.",,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Kutchin-Gwich'in (Loucheux),,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Malecite,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mi'kmaq,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mohawk,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Montagnais-Naskapi,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Nisga'a,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,North Slave (Hare),,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Ojibway,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Oji-Cree,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Shuswap,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,South Slave,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Tlingit,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Italian,,,440
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Portuguese,,,320
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Romanian,,,30
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Spanish,,,205
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Danish,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dutch,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Flemish,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Frisian,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,German,,,10
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Norwegian,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Swedish,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Yiddish,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bosnian,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bulgarian,,,100
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Croatian,,,50
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Czech,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Macedonian,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Polish,,,1100
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Russian,,,225
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Serbian,,,240
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Serbo-Croatian,,,15
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Slovak,,,75
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Slovenian,,,130
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Ukrainian,,,390
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Latvian,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Lithuanian,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Estonian,,,10
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Finnish,,,15
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Hungarian,,,10
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Greek,,,65
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Armenian,,,15
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Turkish,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Amharic,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Arabic,,,65
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Hebrew,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Maltese,,,10
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Somali,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Tigrigna,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bengali,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Gujarati,,,115
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Hindi,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Kurdish,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Panjabi (Punjabi),,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Pashto,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Persian (Farsi),,,10
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Sindhi,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Sinhala (Sinhalese),,,40
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Urdu,,,35
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Malayalam,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Tamil,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Telugu,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Japanese,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Korean,,,40
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Cantonese,,,55
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,"Chinese, n.o.s.",,,65
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mandarin,,,45
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Taiwanese,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Lao,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Khmer (Cambodian),,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Vietnamese,,,15
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bisayan languages,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Ilocano,,,20
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Malay,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,"Tagalog (Pilipino, Filipino)",,,135
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Akan (Twi),,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Swahili,,,50
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Creoles,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Other languages,,,20
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,,,,,460
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,English and French,,,,10
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,English and non-official language,,,,445
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,French and non-official language,,,,0
M8W,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,"English, French and non-official language",,,,10
M8W,Detailed Language characteristics,Algonquin - Various non-official languages spoken - 20% sample data,,,,,,0
M8W,Detailed Language characteristics,Atikamekw,,,,,,0
M8W,Detailed Language characteristics,Blackfoot,,,,,,0
M8W,Detailed Language characteristics,Carrier,,,,,,0
M8W,Detailed Language characteristics,Chilcotin,,,,,,0
M8W,Detailed Language characteristics,Chipewyan,,,,,,0
M8W,Detailed Language characteristics,Cree,,,,,,0
M8W,Detailed Language characteristics,Siouan languages (Dakota/Sioux),,,,,,0
M8W,Detailed Language characteristics,Dene,,,,,,0
M8W,Detailed Language characteristics,Dogrib,,,,,,0
M8W,Detailed Language characteristics,Gitksan,,,,,,0
M8W,Detailed Language characteristics,Inuinnaqtun,,,,,,0
M8W,Detailed Language characteristics,"Inuktitut, n.i.e.",,,,,,0
M8W,Detailed Language characteristics,Kutchin-Gwich'in (Loucheux),,,,,,0
M8W,Detailed Language characteristics,Malecite,,,,,,0
M8W,Detailed Language characteristics,Mi'kmaq,,,,,,0
M8W,Detailed Language characteristics,Mohawk,,,,,,0
M8W,Detailed Language characteristics,Montagnais-Naskapi,,,,,,0
M8W,Detailed Language characteristics,Nisga'a,,,,,,0
M8W,Detailed Language characteristics,North Slave (Hare),,,,,,0
M8W,Detailed Language characteristics,Ojibway,,,,,,0
M8W,Detailed Language characteristics,Oji-Cree,,,,,,0
M8W,Detailed Language characteristics,Shuswap,,,,,,0
M8W,Detailed Language characteristics,South Slave,,,,,,0
M8W,Detailed Language characteristics,Tlingit,,,,,,0
M8W,Detailed Language characteristics,Italian,,,,,,1065
M8W,Detailed Language characteristics,Portuguese,,,,,,800
M8W,Detailed Language characteristics,Romanian,,,,,,80
M8W,Detailed Language characteristics,Spanish,,,,,,560
M8W,Detailed Language characteristics,Danish,,,,,,0
M8W,Detailed Language characteristics,Dutch,,,,,,50
M8W,Detailed Language characteristics,Flemish,,,,,,0
M8W,Detailed Language characteristics,Frisian,,,,,,10
M8W,Detailed Language characteristics,German,,,,,,395
M8W,Detailed Language characteristics,Norwegian,,,,,,10
M8W,Detailed Language characteristics,Swedish,,,,,,10
M8W,Detailed Language characteristics,Yiddish,,,,,,0
M8W,Detailed Language characteristics,Bosnian,,,,,,30
M8W,Detailed Language characteristics,Bulgarian,,,,,,105
M8W,Detailed Language characteristics,Croatian,,,,,,235
M8W,Detailed Language characteristics,Czech,,,,,,55
M8W,Detailed Language characteristics,Macedonian,,,,,,15
M8W,Detailed Language characteristics,Polish,,,,,,1990
M8W,Detailed Language characteristics,Russian,,,,,,585
M8W,Detailed Language characteristics,Serbian,,,,,,375
M8W,Detailed Language characteristics,Serbo-Croatian,,,,,,30
M8W,Detailed Language characteristics,Slovak,,,,,,105
M8W,Detailed Language characteristics,Slovenian,,,,,,300
M8W,Detailed Language characteristics,Ukrainian,,,,,,775
M8W,Detailed Language characteristics,Latvian,,,,,,10
M8W,Detailed Language characteristics,Lithuanian,,,,,,30
M8W,Detailed Language characteristics,Estonian,,,,,,30
M8W,Detailed Language characteristics,Finnish,,,,,,20
M8W,Detailed Language characteristics,Hungarian,,,,,,65
M8W,Detailed Language characteristics,Greek,,,,,,180
M8W,Detailed Language characteristics,Armenian,,,,,,15
M8W,Detailed Language characteristics,Turkish,,,,,,25
M8W,Detailed Language characteristics,Amharic,,,,,,0
M8W,Detailed Language characteristics,Arabic,,,,,,105
M8W,Detailed Language characteristics,Hebrew,,,,,,0
M8W,Detailed Language characteristics,Maltese,,,,,,45
M8W,Detailed Language characteristics,Somali,,,,,,0
M8W,Detailed Language characteristics,Tigrigna,,,,,,0
M8W,Detailed Language characteristics,Bengali,,,,,,35
M8W,Detailed Language characteristics,Gujarati,,,,,,140
M8W,Detailed Language characteristics,Hindi,,,,,,115
M8W,Detailed Language characteristics,Kurdish,,,,,,0
M8W,Detailed Language characteristics,Panjabi (Punjabi),,,,,,50
M8W,Detailed Language characteristics,Pashto,,,,,,0
M8W,Detailed Language characteristics,Persian (Farsi),,,,,,30
M8W,Detailed Language characteristics,Sindhi,,,,,,0
M8W,Detailed Language characteristics,Sinhala (Sinhalese),,,,,,45
M8W,Detailed Language characteristics,Urdu,,,,,,65
M8W,Detailed Language characteristics,Malayalam,,,,,,0
M8W,Detailed Language characteristics,Tamil,,,,,,10
M8W,Detailed Language characteristics,Telugu,,,,,,0
M8W,Detailed Language characteristics,Japanese,,,,,,25
M8W,Detailed Language characteristics,Korean,,,,,,65
M8W,Detailed Language characteristics,Cantonese,,,,,,105
M8W,Detailed Language characteristics,"Chinese, n.o.s.",,,,,,90
M8W,Detailed Language characteristics,Mandarin,,,,,,55
M8W,Detailed Language characteristics,Taiwanese,,,,,,0
M8W,Detailed Language characteristics,Lao,,,,,,0
M8W,Detailed Language characteristics,Khmer (Cambodian),,,,,,0
M8W,Detailed Language characteristics,Vietnamese,,,,,,25
M8W,Detailed Language characteristics,Bisayan languages,,,,,,15
M8W,Detailed Language characteristics,Ilocano,,,,,,10
M8W,Detailed Language characteristics,Malay,,,,,,0
M8W,Detailed Language characteristics,"Tagalog (Pilipino, Filipino)",,,,,,445
M8W,Detailed Language characteristics,Akan (Twi),,,,,,0
M8W,Detailed Language characteristics,Swahili,,,,,,65
M8W,Detailed Language characteristics,Creoles,,,,,,10
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,,,,,,9680
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,,,,,9650
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,English,,,,7150
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,French,,,,105
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,,,,2400
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Algonquin,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Atikamekw,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Blackfoot,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Carrier,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Chilcotin,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Chipewyan,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Cree,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Siouan languages (Dakota/Sioux),,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dene,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dogrib,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Gitksan,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Inuinnaqtun,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Inuktitut, n.i.e.",,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Kutchin-Gwich'in (Loucheux),,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malecite,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mi'kmaq,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mohawk,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Montagnais-Naskapi,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Nisga'a,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,North Slave (Hare),,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ojibway,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Oji-Cree,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Shuswap,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,South Slave,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tlingit,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Italian,,,200
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Portuguese,,,75
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Romanian,,,10
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Spanish,,,65
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Danish,,,30
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dutch,,,20
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Flemish,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Frisian,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,German,,,185
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Norwegian,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Swedish,,,10
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Yiddish,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bosnian,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bulgarian,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Croatian,,,60
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Czech,,,15
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Macedonian,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Polish,,,270
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Russian,,,55
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Serbian,,,40
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Serbo-Croatian,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Slovak,,,25
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Slovenian,,,20
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ukrainian,,,455
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Latvian,,,45
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Lithuanian,,,35
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Estonian,,,25
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Finnish,,,10
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hungarian,,,30
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Greek,,,60
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Armenian,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Turkish,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Amharic,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Arabic,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hebrew,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Maltese,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Somali,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tigrigna,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bengali,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Gujarati,,,10
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hindi,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Kurdish,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Panjabi (Punjabi),,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Pashto,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Persian (Farsi),,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Sindhi,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Sinhala (Sinhalese),,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Urdu,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malayalam,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tamil,,,35
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Telugu,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Japanese,,,30
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Korean,,,180
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Cantonese,,,30
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Chinese, n.o.s.",,,135
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mandarin,,,65
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Taiwanese,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Lao,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Khmer (Cambodian),,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Vietnamese,,,10
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bisayan languages,,,10
