Funding Org: Org subventionnaire,Country Served:Pays servis,Province Served:Province servis,Fiscal Year:Année fiscal,"Grant Programme:Title:Programme, titre",Geographical Area Served:Région servis,Cross-catchment indicator:,Identifier:Identificateur,Organization name:Nom d'organisme,Submission date: Date de soumission,Approval date:Date approvée,Amount Applied For:Montant demandé,Amount Awarded:Montant décerné,Planned Dates:Duration (months):Dates planifiées:durée(mois),Description (English/Anglais),Description (French/Français),Budget Fund:Fonds du budget,Recipient Org:Incorporation Number:Org du bénéficiaires: Numéro d'incorporation,Recipient Org:Charitable Registration Number: Org du bénéficiaires:Numéro d'enregistrement d'organisme de bienfaisance,Recipient Org:City:Org du bénéficiaires:Ville,Recipient Org:Postal Code: Org du bénéficiaires:code postale,Co-Application:Co-demandeurs,Population Served:Population servis,Age Group:Groupe d'âge,Grant Result:Résultat de subvention,Last modified:Mise à jour
Ontario Trillium Foundation ,Canada,Ontario,2017-2018,Youth Opportunities Fund ,Thames Valley ,No,2Y17180011885,The Muslimah's Collective of London c/o Muslim Resource Centre,11/15/2017,3/1/2018,69959,70000,12,"Delivering a project at the idea or conceptual stage with a $ 70,000 grant to engage a group of approximately twenty young Muslim women in eight workshops over 12 months as a way to address issues of racism, misogyny and Islamophobia in London. The project will create a safer space for young Muslim women to build their capacities and to organize within their communities in the pursuit of social justice.","Réalise un projet qui en est au stade de l’idée ou de la conception grâce à une subvention de 70 000 $, échelonnée sur 12 mois, pour faire participer un groupe d’environ douze jeunes femmes musulmanes à huit ateliers afin de traiter des enjeux liés au racisme, à la misogynie et à l’islamophobie à London. Le projet créera un espace plus sécuritaire pour les jeunes femmes musulmanes afin de leur permettre de développer leurs capacités et de s’organiser pour obtenir la justice sociale au sein de leur communauté.",Grassroots Innovation - Test,,,Komoka,N0L 1R0,Yes,Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Racialized youth (other than Black youth);Newcomer youth,20 to 25 years,Youth are enaged in their community,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2017-2018,Youth Opportunities Fund ,"Toronto;Algoma, Cochrane, Manitoulin, Sudbury;Champlain;;Grand River;Hamilton;Northwestern;Quinte, Kingston, Rideau;Simcoe York;Thames Valley",Yes,2Y17180011692,Tides Canada Foundation,11/15/2017,3/1/2018,999545,999700,60,"With a grant of $999,700 over 60 months, this collaborative initiative will strengthen the relationship between Indigenous youth and the philanthropic and charitable sector to create a network of empowered and celebrated Indigenous youth supported by a community of individuals, organizations and funders that work toward shared desires for a healthy environment, social inclusivity, and strong cultural connections across Ontario.","Grâce à une subvention de 999 700 $, échelonnée sur 60 mois, l’initiative de cette collaboration renforcera les relations entre les jeunes autochtones et le secteur philanthropique et de bienfaisance afin de créer un réseau de jeunes autochtones habilités et enthousiastes soutenu par une communauté d’individus, d’organismes et de bailleurs de fonds travaillant pour réaliser des souhaits communs d’environnement sain, d’inclusivité sociale et de liens culturels solides partout en Ontario.",Strategic Collaboration,,130560188RR0001,Toronto,M5T 2C7,No,"Indigenous youth (i.e. First Nations, Métis or Inuit youth);Lesbian, gay, bi-sexual, transgender, two-spirit, queer (LGBTTQ+) youth;Youth living in rural or remote communities",12 to 14 years;15 to 19 years;20 to 25 years;12 to 29 years for youth with special needs or disabilities;Parents or guardians of young people,Youth know about and easily navigate resources and opportunities in their communities,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2017-2018,Youth Opportunities Fund ,Toronto  ,No,2Y17180013077,Toronto Indigenous Youth Collective c/o Native Canadian Centre of Toronto,11/15/2017,3/1/2018,210000,210000,36,"Delivering a project at the idea or conceptual stage with a $210,000 grant over 36 months to conduct community consultations and events with youth councils, elders, leaders and community members and create a mobile app that will act as a digital care navigator for Indigenous youth in Tkaronto (Toronto). Youth will develop peer networks, strengthen knowledge of cultural practices, develop leadership and digital literacy skills to design an app that will guide connections between communities in new and innovative ways that are rooted in traditional values. ","Réalise un projet qui en est au stade de l’idée ou de la conception grâce à une subvention de 210 000 $, échelonnée sur 36 mois, pour organiser des consultations et des événements communautaires avec des conseils de jeunes, des aînés, des leaders et des membres de la communauté, et créer une application mobile qui servira de navigateur de soins numérique pour les jeunes autochtones de Tkaronto (Toronto). Les jeunes créeront des réseaux de pairs, renforceront leurs connaissances des pratiques culturelles, développeront des compétences en leadership et en littératie numérique afin de concevoir une application destinée à guider les liens entre les communautés de façons nouvelles et novatrices qui sont ancrées dans les valeurs traditionnelles. ",Grassroots Innovation - Test,,,Toronto,M5T 2P1,Yes,"Indigenous youth (i.e. First Nations, Métis or Inuit youth)",15 to 19 years;20 to 25 years,Youth know about and easily navigate resources and opportunities in their communities,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2017-2018,Youth Opportunities Fund ,Northwestern ,No,2Y17180013028,We Matter c/o Native Canadian Centre of Toronto,11/15/2017,3/1/2018,210000,210000,36,"Delivering a project at the idea or conceptual stage with a $210,000 grant over 36 months to engage and support youth ambassadors and community guides in peer-to-peer community relationship building and leadership and to share information with teachers, youth support workers and Indigenous youth leaders in northern Ontario. Youth Ambassadors will gain confidence and tools to engage their peers and communities in important dialogues around hope, hardship and healing, while also engaging youth through peer-to peer support youth-led initiatives. Youth will be empowered to identify and use their own wisdom, strength, and the strengths of their community, to create positive change for themselves and those around them.","Réalise un projet qui en est au stade de l’idée ou de la conception grâce à une subvention de 210 000 $, échelonnée sur 36 mois, pour faire participer et soutenir des jeunes ambassadeurs et guides communautaires au leadership et à l’établissement de relations communautaires entre pairs, et pour partager de l’information avec des enseignants, des travailleurs auprès des jeunes et des jeunes leaders autochtones du Nord de l’Ontario. Les jeunes ambassadeurs gagneront de l’assurance et acquerront des outils afin de faire participer leurs pairs et leur communauté à d’importants dialogues portant sur l’espoir, les épreuves et la guérison, tout en engageant également les jeunes grâce à des initiatives de soutien par les pairs dirigées par les jeunes. Les jeunes seront habilités à repérer et à utiliser leur sagesse, leurs forces, ainsi que celles de leur communauté pour créer des changements positifs pour eux-mêmes et ceux qui les entourent.",Grassroots Innovation - Test,979098-5,,Yellowknife,X1A 2T9,Yes,"Indigenous youth (i.e. First Nations, Métis or Inuit youth);Lesbian, gay, bi-sexual, transgender, two-spirit, queer (LGBTTQ+) youth",12 to 14 years;15 to 19 years;20 to 25 years,"Youth form and maintain healthy, close relationships",3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2017-2018,Youth Opportunities Fund ,"Toronto;Algoma, Cochrane, Manitoulin, Sudbury;Northwestern",Yes,2Y17180012028,Youth Social Infrastructure Collaborative c/o Sault Ste Marie Indian Friendship Centre,11/15/2017,3/1/2018,210000,210000,36,"Delivering a project at the idea or conceptual stage with a $210,000 grant over 36 months to create and test a new governance model for Indigenous and racialized youth in Toronto, Algoma and Thunder Bay. It will give youth access to tools and resources to self-organize to create change in these communities by using a model developed by youth that values their unique gifts and skills.","Réalise un projet qui en est au stade de l’idée ou de la conception grâce à une subvention de 210 000 $, échelonnée sur 36 mois, pour créer et faire l’essai d’un nouveau modèle de gouvernance pour les jeunes autochtones et racialisés de Toronto, d’Algoma et de Thunder Bay. Cette initiative permettra aux jeunes d’accéder à des outils et à des ressources pour s’organiser et créer des changements dans ces communautés en utilisant un modèle développé par des jeunes qui valorise leurs talents et compétences uniques.",Grassroots Innovation - Test,,,Toronto,M4B 2E2 ,Yes,"Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Racialized youth (other than Black youth);Indigenous youth (i.e. First Nations, Métis or Inuit youth);Youth living in rural or remote communities",15 to 19 years;20 to 25 years;12 to 29 years for youth with special needs or disabilities,Youth are enaged in their community,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2017-2018,Youth Opportunities Fund ,Toronto  ,No,2Y17180012833,Youth Taking Flight c/o Urban Pilots Network,11/15/2017,3/1/2018,208579,207700,36,"Delivering a project at the idea or conceptual stage with a $207,700 grant over 36 months  offer a summer program focused on aerospace and aviation for racialized youth in Toronto’s Rexdale community. The group will engage youth in interactive learning, build a support system between participants, link youth to mentors in science, technology, engineering and mathematics (stem), expose youth to new pathways and potential careers in STEM, and increase their awareness of the achievements of Black inventors and innovators.","Réalise un projet qui en est au stade de l’idée ou de la conception grâce à une subvention de 207 700 $, échelonnée sur 36 mois, pour offrir un programme d’été axé sur l’aéronautique et l’aviation aux jeunes racialisés de la communauté de Rexdale à Toronto. Le groupe fera participer les jeunes à un apprentissage interactif, établira un système de soutien entre les participants, mettra les jeunes en contact avec des mentors dans les domaines des sciences, de la technologie, de l’ingénierie et des mathématiques (STIM), exposera les jeunes à de nouvelles voies et à une carrière potentielle en STIM, et augmentera leur connaissance des réalisations d’inventeurs et d’innovateurs noirs.",Grassroots Innovation - Test,,,Toronto,M2M 2S4,Yes,Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth,12 to 14 years;15 to 19 years;20 to 25 years,Youth have educational experiences that respond to their needs and prepare them to lead,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2017-2018,Youth Opportunities Fund ,Toronto,No,2Y17180013151,Blank Canvas Gallery c/o Manifesto,11/15/2017,3/1/2018,205416,205700,36,"Delivering a project at the idea or conceptual stage with a $205,700 grant over 36 months to deliver monthly cycles of arts programming including workshops, arts shows and panel discussions and develop online resources for Black, racialized and LGBTQIA+ youth in Toronto.  The project will create a safe space for participants to think critically about their role in communities, build their knowledge and translate their lived experiences through their art. ","Réalise un projet qui en est au stade de l’idée ou de la conception grâce à une subvention de 205 700 $, échelonnée sur 36 mois, afin d’offrir des cycles mensuels de programmes liés aux arts, incluant des ateliers, des expositions d’œuvres d’art et des discussions en groupe, et de concevoir des ressources en ligne pour les jeunes noirs, racialisés et LGBTQIA+ de Toronto. Ce projet fournira un espace sécuritaire au sein duquel les participants pourront poser un œil critique sur leur rôle dans les communautés, approfondir leurs connaissances et traduire leur vécu grâce à l’art. ",Grassroots Innovation - Test,,,Toronto,M6C 1C5,Yes,"Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Lesbian, gay, bi-sexual, transgender, two-spirit, queer (LGBTTQ+) youth",15 to 19 years;20 to 25 years,Youth are enaged in their community,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2017-2018,Youth Opportunities Fund ,Toronto,No,2Y17180012246,The Eastmall Steering Committee c/o Arab Community Centre of Toronto,11/15/2017,3/1/2018,123739,140000,24,"Delivering a project at the idea or conceptual stage with a grant of $140,000 over 24 months to connect Black youth to positive role models whom they share the same ethnic background with in the Etobicoke community, as well as organize a summer camp for Black Youth living in the Eastmall/Westmall/Capri community to celebrate their identity.  Youth will have access to mentors and a camp experience, which in most cases, they wouldn't be able to afford otherwise.  The program will also promote equal participation of young women in leadership activities in the camp as well as in the mentorship program.","Réalise un projet qui en est au stade de l’idée ou de la conception grâce à une subvention de 140 000 $, échelonnée sur 24 mois, afin de mettre les jeunes noirs d’Etobicoke en contact avec des modèles d’identification positifs avec lesquels ils partagent les mêmes origines ethniques. Dans le cadre de ce projet, un camp d’été sera aussi organisé pour les jeunes noirs vivant dans les communautés d’Eastmall/Westmall/Capri. Les jeunes auront accès à des mentors et vivront une expérience positive pendant ce camp. Ce projet encouragera une participation égale des jeunes femmes à des activités de mentorat et à des camps de leadership.",Grassroots Innovation - Test,,,Etobicoke,M9B 4A9,Yes,Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Newcomer youth,15 to 19 years;20 to 25 years,"Youth have at least one consistent, caring person in their lives",3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2017-2018,Youth Opportunities Fund ,Toronto,No,2Y17180012451,The Blackstone Foundation Library c/o Agincourt Community Services,11/15/2017,3/1/2018,391828,392200,48,"Delivering a project that builds on the success of a proven model or program with a $392,200 grant over 48 months to expand its culturally specific Library to three new communities in Scarborough, teaching Black youth knowledge about their identity and culture in safe spaces that create opportunities for them to interact with each other and adults in positive ways in Scarborough.  The program will provide youth with an opportunity to learn about their heritage, and develop the confidence to succeed in society.","Fournit un projet qui bâtit à partir de la réussite d’un modèle ou programme éprouvé grâce à une subvention de 392 200 $, échelonnée sur 48 mois, afin d’avoir une bibliothèque culturellement adaptée dans trois nouvelles communautés de Scarborough, et d’inculquer aux jeunes noirs des connaissances sur leur identité, leur patrimoine et leur culture dans des espaces sécuritaires qui leur permettront de communiquer entre eux et avec des adultes de manière positive. ",Grassroots Innovation - Scale,849710645,,Mississauga,L5M 8C7,Yes,Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Newcomer youth;Youth living with disabilities or special needs between the ages of 12 to 29,12 to 14 years;15 to 19 years;20 to 25 years;12 to 29 years for youth with special needs or disabilities,Youth have educational experiences that respond to their needs and prepare them to lead,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Toronto,No,2Y181900TT100473,Adornment Stories c/o Children's Peace Theatre,2/19/2019,3/28/2019,170000,170000,24,"$170,000 over 24 months to create safer spaces for Black women/femme youth in the Weston-Mount Dennis area to discuss mental health, wellness, and develop new, culturally-relevant skills. The grant will be used to help with staffing, program and training costs.","170 000 $, échelonnés sur 24 mois, pour créer des espaces plus sécuritaires pour les femmes et les jeunes femmes noires de la région de Weston-Mount Dennis, pour discuter de santé et de bien-être, ainsi qu'acquérir de nouvelles compétences culturellement pertinentes. La subvention sera utilisée pour contribuer aux coûts de dotation en personnel, de programmes et de formation.",Youth Innovations - Test,,,East York,M4B 2E2,Yes,"Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Lesbian, gay, bi-sexual, transgender, two-spirit, queer (LGBTTQ+) youth;Newcomer youth;Youth at-risk of dropping out or have dropped out of school;Youth in low-income situations or from low-income families;Youth vulnerable of becoming or are in conflict with the law",15 to 19 years;20 to 25 years,Creating safe spaces for Indigenous and/or Black youth to build strong community and cultural connections,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Toronto,No,2Y181900TF100577,Alliance for the Equality of Incarcerated People (AEIP) c/o Delta Family Resource Centre,2/19/2019,3/28/2019,246500,246500,36,"$246,500 over 36 months to provide culturally relevant support, awareness and information to Black and racialized parents, families and communities in order to successfully navigate the criminal justice and penal systems from incarceration to parole with confidence and empowerment.","246 500 $, échelonnés sur 36 mois, pour offrir un soutien culturellement adapté aux communautés, familles et parents noirs et racialisés, ainsi que pour les sensibiliser et les informer, afin qu'ils puissent s'y retrouver avec succès dans les systèmes de justice pénale de l'emprisonnement à la libération conditionnelle, et ce, avec confiance et responsabilisation.",Family Innovations - Test,,,Etobicoke,M9W 4L6,Yes,"Black, Afro-Diasporic, Afro-Caribbean, Afro-Latinx Families;Families with low income;Newcomer families",,Supporting families with integration and systems navigation,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Toronto,No,2Y181900TT100481,Art + Health c/o TAIBU Community Health Centre,2/19/2019,3/28/2019,255000,255000,36,"$255,000 over 36 months to create safe spaces for youth from immigrant Black communities (Ethiopian and Eritrean) that will help build stronger community and cultural connections.","255 000 $, échelonnés sur 36 mois, pour créer des espaces sécuritaires pour les jeunes des communautés noires d'immigrants (Éthiopiens et Érythréens), qui contribueront à établir des liens communautaires et culturels plus solides.",Youth Innovations - Test,,,Scarborough,M1B 4Y7,Yes,Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Newcomer youth;Youth at-risk of dropping out or have dropped out of school;Youth in low-income situations or from low-income families;Youth living with disabilities or special needs between the ages of 12 to 29;Youth vulnerable of becoming or are in conflict with the law,15 to 19 years;20 to 25 years;12 to 29 years for youth with special needs or disabilities,Creating safe spaces for Indigenous and/or Black youth to build strong community and cultural connections,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Toronto,No,2Y181900TT100475,Black Futures Now Toronto - BFN TO c/o Children's Peace Theatre,2/19/2019,3/28/2019,84600,84600,12,"$84,600 over 12 months to enable Black youth to co-create safe spaces that will build stronger peer, cultural and community connections in the Greater Toronto Area. The grant will help with the staffing, workshops and program costs involved with the initiative.","84 600 $, échelonnés sur 12 mois, pour permettre aux jeunes Noirs de co-créer des espaces sécuritaires qui permettront de solidifier les liens avec les pairs, ainsi que les liens culturels et communautaires, dans la région du Grand Toronto. La subvention contribuera aux coûts de dotation en personnel, d'ateliers et de programmes liés à l'initiative.",Youth Innovations - Test,,,East York,M4B 2E2,Yes,"Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Lesbian, gay, bi-sexual, transgender, two-spirit, queer (LGBTTQ+) youth",20 to 25 years,Creating safe spaces for Indigenous and/or Black youth to build strong community and cultural connections,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Toronto,No,2Y181900SC100360,Black Women In Motion c/o St. Stephen's Community Centre,2/19/2019,3/28/2019,489200,489200,48,"$489,200 over 48 months to provide a space for youth living in Toronto Community Housing communities to participate and lead conversations that will address rape culture and gender-based violence within the Black and African-Caribbean Diasporic community.","489 200 $, échelonnés sur 48 mois, pour offrir un espace aux jeunes vivant dans les communautés du Toronto Community Housing, qui leur permettra de participer et d'agir comme leaders à des conversations qui aborderont la culture du viol et la violence fondée sur le genre dans la communauté noire et de la diaspora afro-antillaise.",Youth Innovations - Scale,,,Toronto,M5T 2N8,Yes,Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Youth in low-income situations or from low-income families,15 to 19 years;20 to 25 years,Creating safe spaces for Indigenous and/or Black youth to build strong community and cultural connections,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,"Essex, Kent, Lambton",No,2Y181900TT100270,Black Youth Empowerment Program (BYEP) c/o Sandwich Teen Action Group,2/19/2019,3/28/2019,252800,252800,36,"252,800 over 36 months to address racism by providing Black and racialized young people in Windsor- Essex with experiential learning, skill-building, and leadership development opportunities.","252 800 $, échelonnés sur 36 mois, pour aborder le racisme, en offrant aux jeunes Noirs et racialisés de Windsor-Essex des possibilités d'apprentissage expérientiel, d'acquisition de compétences et de développement du leadership.",Youth Innovations - Test,,,Windsor,N9C 1P7,Yes,Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Racialized youth (other than Black youth);Youth in low-income situations or from low-income families,12 to 14 years;15 to 19 years,"Addressing racism and its impacts on youth in urban, rural and/or Northern communities",3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Toronto,No,2Y181900TF100575,Bogsiino Healing Project c/o Somali Women's and Children's Support Network,2/19/2019,3/28/2019,252400,252400,36,"$252,400 over 36 months to create a Somali indigenous knowledge restorative justice healing curriculum that will provide a supportive healing space, as well as capacity building and training in order to respond to crises using a culturally-rooted toolkit for families who have been impacted by gun violence and incarceration in Toronto.","252 400 $, échelonnés sur 36 mois, pour créer un programme de guérison en matière de justice réparatrice axé sur les connaissances autochtones somaliennes dans le but de procurer un espace favorable à la guérison, de renforcer les capacités et d'offrir de la formation pour répondre aux crises en utilisant une trousse d'outils ancrés dans la culture pour les familles touchées par la violence armée et l'emprisonnement à Toronto.",Family Innovations - Test,,,Etobicoke,M9R 3C8,Yes,"Black, Afro-Diasporic, Afro-Caribbean, Afro-Latinx Families;Families that are vulnerable of becoming or are in conflict with the law;Families that are vulnerable of becoming or are involved in the child welfare system;Families with low income;Newcomer families",,Helping families facing conflict and trauma to heal and strengthen their relationships,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Champlain,No,2Y181900TT100459,Burundi We Want c/o Ottawa Community Immigrant Services Organisation,2/19/2019,3/28/2019,255000,255000,36,"$255,000 over 36 months to help Burundian youth and newcomers in Ottawa to successfully integrate the labour market and achieve stable professional careers.","255 000 $, échelonnés sur 36 mois, pour aider les jeunes et nouveaux arrivants d’origine burundaise à Ottawa à intégrer le milieu du travail et à développer une carrière professionnelle stable.",Youth Innovations - Test,,,Ottawa,K1Y 2X5,Yes,Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Francophone youth;Newcomer youth;Youth in low-income situations or from low-income families,15 to 19 years;20 to 25 years,"Supporting Indigenous, Black, and/or newcomer youth to enter the labour market and transition to sustainable career pathways",3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Champlain,No,2Y181900TF100580,Carrefour des femmes et familles c/o Britannia Woods Community House,2/19/2019,3/28/2019,255000,255000,36,"$255,000 over 36 months to establish a support framework for the Francophone Congolese community of Ottawa. The framework will: help strengthen ties between parents of young people caught up in the justice system; increase people’s knowledge of the systems and resources available to them; and help establish community support groups dedicated to preventing and eradicating criminality","255?000 $, échelonnés sur 36 mois, pour mettre en place un cadre de soutien pour les parents de la communauté africaine francophone congolaise d’Ottawa. Le cadre servira à renforcer des liens entre les parents des jeunes aux prises avec la justice, à augmenter les connaissances des systèmes et ressources disponibles, et à mettre en place des groupes de soutien communautaire pour la prévention et la lutte contre la criminalité.",Family Innovations - Test,,,Ottawa,K2B 6G7,Yes,"Black, Afro-Diasporic, Afro-Caribbean, Afro-Latinx Families;Families with low income;Francophone families;Newcomer families",,Supporting families with integration and systems navigation,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,"Durham, Haliburton, Kawartha, Pine Ridge;Halton Peel;Simcoe York;Toronto",No,2Y181900SC100514,Engagement and Capacity Building  for Black Youth Leaving Care c/o Parkdale Queen West Community Health Centre,2/19/2019,3/28/2019,500000,500000,48,"$500,000 over 48 months to engage 350 Black youths in and leaving care throughout the GTA (Toronto, Peel, Durham, York and Halton regions) in a series of outreach and engagement activities to develop consistent and supportive mentoring relationships. Youth will be connected to mentors through monthly capacity building opportunities, and annual retreats to form supportive mentoring relationship that foster life skills for living independently, post-secondary education and social support system to combat social isolation.","500 000 $, échelonnés sur 48 mois, pour faire participer 350 jeunes Noirs pris en charge et quittant la prise en charge dans la RGT (régions de Toronto, Peel, Durham, York et Halton) à une série d'activités de sensibilisation et d'engagement visant à établir des relations de mentorat uniformes et d'appui. Les jeunes seront mis en contact avec des mentors grâce à des occasions mensuelles de renforcement de la capacité, ainsi que des retraites annuelles visant à établir une relation de mentorat aidante qui favorise les compétences de vie permettant de vivre de façon autonome, l'éducation postsecondaire et le système de soutien social pour combattre l'isolement social.",Youth Innovations - Scale,,,Toronto,M5V 2R4,Yes,"Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Lesbian, gay, bi-sexual, transgender, two-spirit, queer (LGBTTQ+) youth;Newcomer youth;Youth at-risk of dropping out or have dropped out of school;Youth in care or leaving care;Youth in low-income situations or from low-income families;Youth living with disabilities or special needs between the ages of 12 to 29;Youth vulnerable of becoming or are in conflict with the law",12 to 14 years;15 to 19 years;20 to 25 years;12 to 29 years for youth with special needs or disabilities,Provide mentorship opportunities for youth in and leaving care and/or youth involved in the justice system,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Halton Peel,No,2Y181900TT100288,Entrepreneur Innovation Space for Black Youth c/o Toronto Community Benefits Network,2/19/2019,3/28/2019,240000,240000,36,"$240,000 over 36-months to create a safe space for black youth in high-priority neighborhoods in Peel Region. Skills-building and development workshops will be offered, giving young people a greater awareness of their cultural identity and heritage.","240 000 $, échelonnés sur 36 mois, pour créer un espace sécuritaire pour les jeunes Noirs des quartiers à haute priorité dans la région de Peel. On offrira des ateliers d'acquisition de compétences et de perfectionnement, offrant aux jeunes une plus grande sensibilisation à leurs identité et patrimoine culturels.",Youth Innovations - Test,,,Toronto,M3J 2C5,Yes,Black/Afro-diasporic/Afro-Caribbean and/or Afro-Latinx youth;Newcomer youth;Youth at-risk of dropping out or have dropped out of school;Youth in low-income situations or from low-income families;Youth vulnerable of becoming or are in conflict with the law,15 to 19 years;20 to 25 years,Creating safe spaces for Indigenous and/or Black youth to build strong community and cultural connections,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Champlain,No,2Y181900TF100569,Familles baties sur le roc c/o Britannia Woods Community House,2/19/2019,3/28/2019,254100,254100,36,"$254,100 over 36 months to offer activities that will enable Congolese families in the Ottawa area who face systemic barriers to gain access to mentoring and coaching and thereby strengthen their sense of belonging to their community and increase the financial capacity of families.","254?100 $, échelonnés sur 36 mois, pour offrir des activités permettant aux familles congolaises de la région d’Ottawa faisant face à des barrières systémiques d’avoir accès à du mentorat et du coaching afin de renforcer leur sentiment d’appartenance à leur communauté et d’accroître les capacités financières des familles.",Family Innovations - Test,,,Ottawa,K2B 6G7,Yes,"Black, Afro-Diasporic, Afro-Caribbean, Afro-Latinx Families;Families that are vulnerable of becoming or are in conflict with the law;Families that are vulnerable of becoming or are involved in the child welfare system;Families with low income;Francophone families;Newcomer families",,Supporting families with integration and systems navigation,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,Hamilton,No,2Y181900TF100571,FICFA (Familles des immigrants  congolais Franco en action) c/o Hamilton's Center for Civic inclusion,2/19/2019,3/28/2019,255000,255000,36,"$255,000 over 36 months to create a cultural space for Congolese families in Hamilton, where they can feel comfortable sharing their experiences, learning from other members, and gathering information on opportunities to facilitate their integration.","255?000 $, échelonnés sur 36 mois, pour créer un espace culturel pour les familles congolaises à Hamilton afin que celles-ci se sentent à l’aise de partager leurs expériences, d’apprendre des autres membres et de s’informer sur les différentes possibilités pour mieux s’intégrer.",Family Innovations - Test,,,Hamilton,L8N 1B2,Yes,"Black, Afro-Diasporic, Afro-Caribbean, Afro-Latinx Families;Families with low income;Francophone families;Newcomer families",,Supporting families with integration and systems navigation,3/5/2020 0:00
Ontario Trillium Foundation ,Canada,Ontario,2018-2019,Youth Opportunities Fund ,"Hamilton;Durham, Haliburton, Kawartha, Pine Ridge;Toronto",No,2Y181900SF100578,Freedom School Toronto c/o Children's Peace Theatre,2/19/2019,3/28/2019,375000,375000,36,"$375,000 over 36 months to create a network of social and financial supports for marginalized Black parents in Toronto, Durham, Hamilton and London.","375 000 $, échelonnés sur 36 mois, pour créer un réseau de soutien social et financier pour les parents noirs marginalisés de Toronto, Durham, Hamilton et London.",Family Innovations - Scale,,,Toronto,M4B 2E2,Yes,"Black, Afro-Diasporic, Afro-Caribbean, Afro-Latinx Families;Families that are vulnerable of becoming or are involved in the child welfare system;Families that have lesbian, gay, bisexual, transgender, two-spirit and queet (LGBTTQ+) members;Families with low income;Families with members living with disabilities or special needs;Racialized (Other than Black) families",,Supporting families facing systemic barriers to access social and financial supports,3/5/2020 0:00
