ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group
7637,Female,Black,40,25-60,113711,561,139817,Unemployed,Graduate,Citizen,Fluent,No,No,Working Class Urban
7638,Male,White,53,25-60,91542,669,53107,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
7639,Male,Asian,31,25-60,45247,726,425013,Full-time,Some College,Citizen,Fluent,No,No,Rural
7640,Male,White,82,Over 60,110112,816,215083,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7641,Female,Asian,33,25-60,58418,682,215487,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined
7642,Male,Hispanic,57,25-60,141461,654,420239,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
7643,Female,White,52,25-60,75629,801,286474,Self-employed,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban
7644,Male,White,51,25-60,146920,562,403670,Self-employed,Bachelor's,Citizen,Fluent,No,No,Urban Professional
7645,Male,White,29,25-60,142135,836,176555,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban
7646,Male,Asian,74,Over 60,42285,735,356315,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7647,Male,White,61,Over 60,95655,841,157094,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7648,Non-binary,White,37,25-60,75811,796,232384,Unemployed,Bachelor's,Citizen,Fluent,No,No,Rural
7649,Female,Asian,26,25-60,163670,657,94981,Self-employed,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional
7650,Female,Hispanic,51,25-60,93415,643,78628,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
7651,Female,White,21,Under 25,92968,689,326772,Part-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
7652,Male,White,35,25-60,39872,676,225358,Full-time,High School,Citizen,Fluent,No,No,Rural
7653,Female,White,27,25-60,133983,683,68041,Part-time,High School,Citizen,Fluent,Yes,No,Working Class Urban
7654,Female,Hispanic,46,25-60,149428,669,152005,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban
7655,Male,White,58,25-60,157387,804,90126,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7656,Female,Black,45,25-60,87347,610,173731,Full-time,High School,Citizen,Fluent,No,No,Rural
7657,Female,Asian,82,Over 60,174483,741,126391,Unemployed,High School,Citizen,Fluent,No,No,High-income Suburban
7658,Female,Black,80,Over 60,149624,676,234091,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7659,Female,Asian,55,25-60,71907,669,81122,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined
7660,Male,Hispanic,40,25-60,74868,699,167153,Part-time,Bachelor's,Citizen,Limited,No,No,Urban Professional
7661,Female,Hispanic,66,Over 60,62457,651,224701,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7662,Female,White,63,Over 60,94314,512,138438,Part-time,High School,Citizen,Fluent,Yes,No,Rural
7663,Male,White,82,Over 60,40663,803,247394,Full-time,Bachelor's,Citizen,Limited,Yes,No,Urban Professional
7664,Male,Hispanic,56,25-60,45708,705,135454,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
7665,Female,Asian,26,25-60,153396,720,192164,Full-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban
7666,Non-binary,Black,22,Under 25,61701,524,109314,Part-time,Bachelor's,Visa Holder,Fluent,Yes,No,Working Class Urban
7667,Female,Multiracial,31,25-60,62280,514,391410,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7668,Male,White,74,Over 60,160586,698,171774,Full-time,Graduate,Citizen,Fluent,No,Yes,Working Class Urban
7669,Female,Native American,31,25-60,97758,727,106818,Gig,Some College,Citizen,Fluent,No,No,High-income Suburban
7670,Male,White,76,Over 60,122514,785,90393,Full-time,High School,Citizen,Limited,No,No,High-income Suburban
7671,Male,Black,38,25-60,40571,638,201650,Full-time,Graduate,Citizen,Fluent,No,Yes,High-income Suburban
7672,Female,White,44,25-60,102000,520,383503,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban
7673,Female,Hispanic,48,25-60,48395,847,187027,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
7674,Male,White,70,Over 60,123409,639,337149,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7675,Male,White,39,25-60,67788,674,76045,Full-time,Bachelor's,Citizen,Limited,No,No,Rural
7676,Female,White,56,25-60,100451,519,179261,Self-employed,High School,Citizen,Fluent,No,No,Historically Redlined
7677,Male,Asian,65,Over 60,112582,758,143676,Gig,Some College,Permanent Resident,Fluent,Yes,No,High-income Suburban
7678,Male,White,20,Under 25,78449,693,364348,Self-employed,High School,Citizen,Fluent,No,No,Rural
7679,Female,Black,28,25-60,73021,779,396470,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
7680,Male,White,38,25-60,33004,560,201919,Unemployed,High School,Citizen,Limited,No,No,Working Class Urban
7681,Non-binary,White,69,Over 60,153308,785,309637,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7682,Female,White,52,25-60,73863,625,278009,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7683,Male,White,75,Over 60,153696,544,285303,Full-time,Bachelor's,Citizen,Limited,No,No,Rural
7684,Female,White,53,25-60,27927,727,63961,Self-employed,High School,Citizen,Fluent,No,No,Historically Redlined
7685,Female,Black,37,25-60,144876,589,195230,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional
7686,Female,White,23,Under 25,126125,656,221845,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7687,Female,White,58,25-60,148133,740,378537,Self-employed,Graduate,Citizen,Fluent,No,No,High-income Suburban
7688,Male,White,62,Over 60,91248,536,370928,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban
7689,Male,White,66,Over 60,27934,580,400126,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
7690,Female,White,68,Over 60,120933,752,188735,Full-time,High School,Citizen,Limited,Yes,No,High-income Suburban
7691,Female,White,52,25-60,168708,645,439111,Full-time,Graduate,Visa Holder,Limited,No,No,Urban Professional
7692,Female,White,77,Over 60,52080,541,106544,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7693,Male,White,61,Over 60,114134,734,216643,Gig,Some College,Citizen,Fluent,No,No,Working Class Urban
7694,Female,White,34,25-60,50018,534,367915,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
7695,Male,Multiracial,66,Over 60,75604,798,237889,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
7696,Female,White,19,Under 25,56501,734,170616,Full-time,High School,Citizen,Limited,Yes,No,Working Class Urban
7697,Male,White,35,25-60,163052,812,298773,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
7698,Female,Hispanic,55,25-60,171674,746,121044,Part-time,High School,Visa Holder,Fluent,No,Yes,Urban Professional
7699,Male,White,61,Over 60,121763,692,302940,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
7700,Male,Hispanic,43,25-60,144279,522,406037,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7701,Female,Black,50,25-60,126646,562,356471,Part-time,Graduate,Citizen,Fluent,No,No,Rural
7702,Female,Hispanic,29,25-60,149200,824,429413,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7703,Male,White,68,Over 60,63557,837,52355,Full-time,High School,Permanent Resident,Fluent,No,No,Urban Professional
7704,Male,Black,67,Over 60,74895,659,157457,Unemployed,Graduate,Visa Holder,Fluent,No,No,Working Class Urban
7705,Male,Black,57,25-60,58827,769,191238,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7706,Male,Black,39,25-60,77224,661,178088,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional
7707,Female,White,21,Under 25,154310,823,321692,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban
7708,Male,Hispanic,52,25-60,68765,803,277263,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
7709,Male,White,60,25-60,25238,600,68010,Part-time,Graduate,Citizen,Fluent,No,Yes,Urban Professional
7710,Male,White,20,Under 25,131916,804,72521,Self-employed,High School,Citizen,Fluent,Yes,No,Urban Professional
7711,Male,White,25,25-60,160186,777,275274,Part-time,Graduate,Citizen,Limited,No,No,Rural
7712,Female,White,37,25-60,127595,716,351811,Self-employed,Bachelor's,Citizen,Limited,No,No,High-income Suburban
7713,Female,White,59,25-60,157336,541,143747,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
7714,Male,Asian,71,Over 60,130372,742,104007,Part-time,Graduate,Permanent Resident,Fluent,No,No,Rural
7715,Female,White,71,Over 60,99779,589,62067,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7716,Male,White,70,Over 60,145084,580,284086,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
7717,Female,Hispanic,58,25-60,76806,796,166089,Part-time,Bachelor's,Citizen,Limited,No,No,Urban Professional
7718,Female,White,79,Over 60,90291,639,334917,Gig,Some College,Citizen,Fluent,No,No,Rural
7719,Male,White,68,Over 60,63002,754,435435,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional
7720,Female,White,63,Over 60,52201,635,52018,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7721,Female,Hispanic,25,25-60,26531,635,438667,Gig,High School,Visa Holder,Limited,No,No,Working Class Urban
7722,Male,White,37,25-60,131562,833,332589,Part-time,High School,Citizen,Fluent,No,Yes,Rural
7723,Male,Black,28,25-60,80437,714,183089,Self-employed,Some College,Visa Holder,Limited,No,No,Urban Professional
7724,Female,White,51,25-60,109594,509,380532,Full-time,High School,Citizen,Fluent,No,No,Rural
7725,Female,Hispanic,48,25-60,90861,606,97390,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
7726,Female,White,78,Over 60,89192,700,200287,Part-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
7727,Female,Hispanic,68,Over 60,166576,610,430139,Full-time,Some College,Citizen,Fluent,Yes,No,Urban Professional
7728,Male,Black,43,25-60,85483,597,355058,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7729,Female,White,75,Over 60,67198,586,358794,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
7730,Male,White,58,25-60,143771,706,351374,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban
7731,Female,White,62,Over 60,68304,740,178336,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural
7732,Female,White,33,25-60,132241,504,328061,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7733,Male,White,43,25-60,165523,818,242467,Full-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban
7734,Female,Hispanic,44,25-60,53456,611,408920,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7735,Female,White,40,25-60,155875,657,419962,Full-time,Some College,Citizen,Fluent,Yes,Yes,Rural
7736,Male,White,73,Over 60,161991,566,444041,Part-time,High School,Citizen,Fluent,No,No,Urban Professional
7737,Female,White,58,25-60,58951,625,355458,Part-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
7738,Female,White,32,25-60,38002,638,438056,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7739,Male,Black,19,Under 25,102313,774,342412,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7740,Male,Black,70,Over 60,62811,554,435393,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
7741,Female,White,57,25-60,113405,709,216601,Self-employed,Bachelor's,Permanent Resident,Fluent,No,Yes,High-income Suburban
7742,Female,White,37,25-60,54152,847,399354,Part-time,High School,Citizen,Limited,Yes,Yes,High-income Suburban
7743,Male,Black,33,25-60,156767,619,111752,Full-time,Graduate,Visa Holder,Fluent,No,No,Working Class Urban
7744,Female,White,34,25-60,135167,576,93215,Gig,High School,Citizen,Fluent,No,No,Rural
7745,Male,White,82,Over 60,166007,823,380971,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7746,Female,Black,70,Over 60,89300,617,278750,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional
7747,Male,Hispanic,44,25-60,119500,809,303671,Part-time,High School,Citizen,Limited,Yes,No,High-income Suburban
7748,Female,White,44,25-60,61333,808,193714,Gig,Some College,Citizen,Fluent,No,No,Urban Professional
7749,Male,White,27,25-60,96130,678,97519,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban
7750,Female,White,79,Over 60,111292,512,369867,Gig,Some College,Citizen,Fluent,No,No,Urban Professional
7751,Female,Asian,57,25-60,93274,842,195689,Full-time,Bachelor's,Citizen,Limited,No,Yes,High-income Suburban
7752,Female,Asian,67,Over 60,39454,643,407785,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban
7753,Female,Asian,70,Over 60,129704,636,240591,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional
7754,Female,White,72,Over 60,48762,599,404569,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban
7755,Female,White,46,25-60,137051,619,442806,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7756,Female,White,18,Under 25,129579,690,337192,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7757,Female,Asian,50,25-60,67447,820,301594,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
7758,Female,White,25,25-60,164648,814,106319,Part-time,Some College,Citizen,Fluent,No,Yes,Working Class Urban
7759,Female,White,21,Under 25,149722,701,70914,Full-time,High School,Citizen,Fluent,No,No,Rural
7760,Female,White,52,25-60,94129,569,356630,Gig,High School,Citizen,Fluent,No,No,Urban Professional
7761,Male,White,28,25-60,53396,651,262248,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban
7762,Male,White,47,25-60,48927,607,211895,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
7763,Male,White,39,25-60,81664,618,443987,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7764,Male,White,75,Over 60,40756,746,89396,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional
7765,Male,Hispanic,24,Under 25,161023,609,440572,Full-time,High School,Permanent Resident,Limited,Yes,Yes,Historically Redlined
7766,Non-binary,White,67,Over 60,162861,624,144100,Full-time,High School,Citizen,Fluent,No,Yes,Urban Professional
7767,Male,Hispanic,56,25-60,121105,543,446825,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7768,Female,White,41,25-60,74316,618,201061,Full-time,High School,Citizen,Fluent,No,No,Rural
7769,Male,Black,73,Over 60,102497,556,439231,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
7770,Female,White,30,25-60,54848,777,385439,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7771,Female,White,30,25-60,169814,701,424404,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Rural
7772,Male,White,43,25-60,110014,657,70933,Part-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban
7773,Male,Asian,63,Over 60,135094,842,358509,Full-time,Graduate,Citizen,Limited,No,No,Historically Redlined
7774,Female,White,18,Under 25,80535,733,92363,Full-time,Graduate,Citizen,Fluent,Yes,No,Rural
7775,Non-binary,White,22,Under 25,45038,665,231417,Gig,Graduate,Permanent Resident,Fluent,No,No,Urban Professional
7776,Male,White,65,Over 60,90036,742,96854,Full-time,High School,Citizen,Limited,Yes,No,Working Class Urban
7777,Male,White,51,25-60,83812,507,327476,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7778,Female,White,20,Under 25,57985,578,100131,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7779,Male,White,80,Over 60,39507,632,445724,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
7780,Female,White,42,25-60,38075,811,315244,Part-time,High School,Permanent Resident,Limited,No,No,Urban Professional
7781,Female,White,67,Over 60,62359,636,351502,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban
7782,Male,Black,62,Over 60,62567,588,271202,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
7783,Male,Hispanic,20,Under 25,168667,683,259198,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined
7784,Female,Black,50,25-60,141681,698,274580,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7785,Female,White,60,25-60,42656,662,169340,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban
7786,Male,Hispanic,34,25-60,52803,502,234687,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined
7787,Male,Hispanic,62,Over 60,157707,665,346051,Full-time,Graduate,Citizen,Fluent,Yes,No,High-income Suburban
7788,Female,White,44,25-60,97517,530,88276,Full-time,Graduate,Citizen,Fluent,Yes,Yes,High-income Suburban
7789,Male,Multiracial,36,25-60,52614,696,321412,Gig,High School,Citizen,Fluent,No,No,Urban Professional
7790,Male,White,56,25-60,125899,706,174824,Full-time,Bachelor's,Visa Holder,Fluent,No,Yes,Working Class Urban
7791,Female,White,24,Under 25,131150,595,122889,Self-employed,Bachelor's,Citizen,Limited,No,No,Working Class Urban
7792,Female,White,80,Over 60,31310,532,254486,Full-time,High School,Permanent Resident,Limited,Yes,No,Rural
7793,Male,Hispanic,79,Over 60,53018,601,311292,Gig,Graduate,Citizen,Fluent,No,No,Historically Redlined
7794,Male,White,76,Over 60,55421,740,325265,Full-time,High School,Citizen,Limited,No,No,Working Class Urban
7795,Male,White,29,25-60,61798,799,420037,Full-time,Some College,Citizen,Fluent,No,No,Rural
7796,Male,White,50,25-60,113860,849,305255,Gig,Graduate,Citizen,Fluent,No,No,Urban Professional
7797,Male,White,25,25-60,85272,602,339827,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
7798,Male,Hispanic,23,Under 25,100834,542,196127,Full-time,High School,Visa Holder,Fluent,No,No,Rural
7799,Male,White,50,25-60,36811,656,177202,Full-time,Bachelor's,Permanent Resident,Fluent,Yes,No,Rural
7800,Female,Hispanic,68,Over 60,44595,783,199524,Full-time,High School,Visa Holder,Fluent,No,No,Rural
7801,Male,White,36,25-60,165323,534,199005,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional
7802,Female,Black,45,25-60,73199,610,262809,Unemployed,Graduate,Citizen,Fluent,No,No,Rural
7803,Female,White,72,Over 60,58912,837,336438,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
7804,Male,White,29,25-60,99360,826,128130,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban
7805,Male,White,41,25-60,47678,740,157549,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7806,Male,White,40,25-60,76135,719,241949,Self-employed,Graduate,Citizen,Limited,No,No,Historically Redlined
7807,Male,Hispanic,48,25-60,173007,600,212701,Full-time,High School,Citizen,Limited,No,No,High-income Suburban
7808,Male,White,42,25-60,78510,645,92942,Full-time,Some College,Visa Holder,Fluent,No,No,Rural
7809,Male,Hispanic,63,Over 60,77287,817,413525,Self-employed,Some College,Citizen,Fluent,No,No,Working Class Urban
7810,Male,Hispanic,56,25-60,58106,659,438781,Full-time,Some College,Citizen,Fluent,Yes,No,Historically Redlined
7811,Male,White,26,25-60,167459,607,413122,Unemployed,High School,Citizen,Limited,No,Yes,Urban Professional
7812,Male,Black,56,25-60,149936,579,333122,Self-employed,Bachelor's,Citizen,Limited,No,No,Urban Professional
7813,Female,White,81,Over 60,128752,584,382977,Full-time,Some College,Permanent Resident,Fluent,No,No,Urban Professional
7814,Male,White,23,Under 25,28950,515,337269,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7815,Male,Hispanic,73,Over 60,118545,631,311230,Full-time,High School,Citizen,Fluent,No,No,Rural
7816,Male,White,78,Over 60,92978,664,201195,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
7817,Male,White,52,25-60,79403,643,178389,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban
7818,Male,White,27,25-60,114377,548,210877,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7819,Female,White,44,25-60,71055,654,328307,Self-employed,Graduate,Permanent Resident,Limited,No,No,High-income Suburban
7820,Female,Hispanic,69,Over 60,72090,697,305520,Part-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban
7821,Female,White,60,25-60,62008,834,302009,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7822,Female,White,44,25-60,37128,699,409284,Full-time,High School,Permanent Resident,Fluent,No,No,Urban Professional
7823,Female,White,79,Over 60,88492,705,319232,Full-time,High School,Citizen,Fluent,No,No,Rural
7824,Female,White,40,25-60,48771,577,398112,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
7825,Female,White,48,25-60,128287,562,449804,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
7826,Female,White,42,25-60,56209,544,126996,Full-time,Bachelor's,Citizen,Limited,Yes,No,High-income Suburban
7827,Male,White,81,Over 60,42021,736,359031,Full-time,High School,Citizen,Limited,No,No,Urban Professional
7828,Male,White,27,25-60,45108,729,198268,Self-employed,High School,Citizen,Fluent,No,No,Rural
7829,Female,Hispanic,27,25-60,99964,521,400211,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7830,Female,Black,36,25-60,88041,692,376743,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
7831,Female,Multiracial,26,25-60,33776,824,82900,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
7832,Male,White,24,Under 25,140577,686,212495,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional
7833,Male,Black,74,Over 60,82837,618,207577,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7834,Female,White,60,25-60,96768,760,415012,Full-time,High School,Citizen,Limited,Yes,No,Working Class Urban
7835,Female,White,32,25-60,116248,695,235050,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
7836,Male,Multiracial,36,25-60,108255,669,372250,Self-employed,Graduate,Citizen,Fluent,No,Yes,Urban Professional
7837,Female,Hispanic,20,Under 25,137728,649,134488,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7838,Male,White,70,Over 60,40362,789,127521,Unemployed,Some College,Citizen,Fluent,No,No,Rural
7839,Male,White,74,Over 60,90048,683,436863,Full-time,Some College,Permanent Resident,Fluent,No,No,High-income Suburban
7840,Male,White,43,25-60,114744,655,384331,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7841,Male,White,31,25-60,88284,532,144753,Part-time,Graduate,Visa Holder,Fluent,No,No,Working Class Urban
7842,Male,Asian,20,Under 25,166611,832,75045,Part-time,High School,Permanent Resident,Fluent,No,No,Historically Redlined
7843,Female,White,46,25-60,90305,654,279480,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7844,Female,White,60,25-60,56448,601,249952,Full-time,Some College,Citizen,Limited,No,No,Rural
7845,Non-binary,White,78,Over 60,55789,563,186330,Full-time,Some College,Citizen,Fluent,Yes,No,High-income Suburban
7846,Female,Black,76,Over 60,69866,723,250898,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7847,Female,Hispanic,50,25-60,137443,595,193947,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7848,Female,Asian,37,25-60,44534,573,175918,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional
7849,Male,Hispanic,50,25-60,174580,793,369759,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7850,Male,Hispanic,74,Over 60,28760,536,358704,Full-time,Bachelor's,Permanent Resident,Limited,No,No,Urban Professional
7851,Non-binary,Black,61,Over 60,69068,835,161207,Gig,Graduate,Citizen,Limited,No,No,Rural
7852,Non-binary,White,64,Over 60,76494,561,385851,Gig,High School,Citizen,Fluent,No,No,Rural
7853,Female,Hispanic,54,25-60,144959,578,195985,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7854,Female,Black,82,Over 60,148114,680,383848,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
7855,Male,Hispanic,50,25-60,94214,660,286373,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7856,Female,Black,26,25-60,62408,612,232569,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional
7857,Male,White,34,25-60,84682,725,292840,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7858,Male,Native American,58,25-60,46019,575,281062,Full-time,Some College,Citizen,Fluent,Yes,No,Rural
7859,Male,Black,76,Over 60,170049,680,401418,Part-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
7860,Male,White,78,Over 60,104865,738,102395,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional
7861,Male,Hispanic,48,25-60,149114,568,201891,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
7862,Female,Multiracial,24,Under 25,97576,759,217246,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
7863,Male,White,53,25-60,118946,663,310337,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional
7864,Female,White,60,25-60,96418,554,435503,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
7865,Male,White,70,Over 60,137671,638,272507,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban
7866,Male,White,81,Over 60,112234,602,246986,Full-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban
7867,Male,Hispanic,72,Over 60,132109,779,238443,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7868,Male,White,58,25-60,152471,577,196169,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional
7869,Male,Asian,63,Over 60,148603,721,403210,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7870,Female,Multiracial,58,25-60,145940,572,83154,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
7871,Male,Black,77,Over 60,82745,736,362229,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
7872,Female,White,40,25-60,53681,597,65935,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban
7873,Male,White,20,Under 25,106388,694,92190,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7874,Female,White,70,Over 60,146971,746,440014,Full-time,Bachelor's,Permanent Resident,Limited,No,No,Rural
7875,Female,Black,39,25-60,171171,773,331845,Full-time,High School,Citizen,Limited,No,No,High-income Suburban
7876,Female,Hispanic,64,Over 60,75271,588,253351,Part-time,High School,Citizen,Fluent,Yes,No,Rural
7877,Male,White,23,Under 25,28182,848,75477,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban
7878,Male,White,60,25-60,144562,732,354524,Self-employed,Some College,Citizen,Limited,No,Yes,Working Class Urban
7879,Male,White,79,Over 60,137933,678,281925,Gig,High School,Citizen,Fluent,No,No,Historically Redlined
7880,Male,White,29,25-60,140761,665,204070,Full-time,High School,Permanent Resident,Fluent,No,No,Urban Professional
7881,Male,Black,34,25-60,60862,724,397130,Full-time,Graduate,Citizen,Fluent,No,No,Rural
7882,Male,White,27,25-60,81035,513,282577,Part-time,Graduate,Citizen,Limited,No,No,Working Class Urban
7883,Non-binary,White,55,25-60,168337,714,299837,Gig,Some College,Permanent Resident,Fluent,No,No,Urban Professional
7884,Female,Asian,70,Over 60,124399,503,399742,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
7885,Male,White,78,Over 60,134444,656,215929,Gig,Some College,Citizen,Fluent,No,No,Urban Professional
7886,Female,White,35,25-60,163847,780,417642,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
7887,Female,White,65,Over 60,72816,619,279556,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban
7888,Female,White,68,Over 60,44508,731,378544,Self-employed,Graduate,Citizen,Fluent,No,No,Rural
